conversation_id,customer_tweet_id,brand_tweet_id,timestamp,customer_message,brand_response,conversation_history,conversation_turns,is_multi_brand_candidate,intent,rule_confidence,needs_manual_review,matched_patterns
245373,1795305,1795306,2017-11-29T16:36:04+00:00,@AppleSupport This how my phone is behaving after IOS11. Freezes frequently. https://t.co/gRO5ia4o8k,"@539473 We'd love to help with your iPhone's performance! Send us a DM with which version of iOS 11 you're updated to, and we'll sort this out together. https://t.co/GDrqU22YpT","customer: A new generation of iPhone. Available now.
customer: @115858 Many time show bugs on new update of iPhone 7 Plus https://t.co/SyEupW4Mq7
brand: @534497 We'd like to look into this together. Send us a DM with more information, and we'll continue from there. https://t.co/GDrqU22YpT
customer: @AppleSupport Here mostly fool representatives in u r service centre he just software result believe not users problem understand and how I’m big fool pay u 1900$ no value for money
customer: @115858 Help me please, my iphone 7 Screen is moving automatically after updating it to iOS 11.0.1
It’s disturbing me to work on it.
brand: @172793 We're here to assist.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT
customer: @534497 @AppleSupport $1900?  Must be a mistake
customer: @115858 Very bad that after updating 6s to iOS 11 the battery is draining like hell even though all notifications are off. Very very bad 😡🎇😡😡😡😡
customer: @AppleSupport @172793 A sheer pieces of shit i will say iOS 11 is... battery draining like hell and no control on screen. Pathetic very pathetic let’s boycott ths
brand: @172794 We'd like to assist as best we can. Are you fully up-to-date with iOS 11.0.2? Reach out to us in a DM. https://t.co/GDrqU22YpT
customer: @AppleSupport Yes it’s successfully updated to iOS 11.0.2 - also do u really think that customer should DM u or u should try to reach out to customer??? 😡
customer: @115858 Hi, recently there hs ben 2 updates provided in a matter of week or so. Frankly speaking, it has made phone extrmly slow n stil lot of bugs
brand: @610015 Hey, we want to work with you to get your iPhone back up and running smoothly. Please send us a DM and we'll take a look. https://t.co/GDrqU22YpT
customer: @115858 Everything is good except bullshit IOs 11. Never expected shitty software from apple. My iphone 6s plus battery drain 2x faster than earlier
customer: @115858 ios 11 update for iPhone 7 is shitty..its useless and has made my phone go berserk..
brand: @609176 We want you to be able to rely on your battery. Please send us a DM with the exact iOS version you're using. https://t.co/GDrqU22YpT
customer: @115858 After the new iOS updates,my iPhone 7 has started hanging,siri not working properly, it’s absolutely horrendous.
customer: @115858 #ios1102 is super slow and has ruined my #iPhone 7. Kindly help me uninstall it asap. Honest request #apple
brand: @193537 We'd be glad to help with the issues your device is experiencing. What seems to be going on with your iPhone after the update?
customer: @AppleSupport Contacts disappear https://t.co/aTm4UICg1J is behaving https://t.co/iJcKXGB4XY has become very slow..lot of others issues as well..m unhappy
brand: @194210 We're happy to assist on this. Are you on iOS 11.0.2 or an older version?
brand: @213938 If you're having some issues with your iPhone, we'd be more than happy to look into it. Shoot us a DM when you get a chance. https://t.co/GDrqU22YpT
customer: @AppleSupport ios11.0.2 ..
brand: @193537 We'd like to take a look into this. Please meet us in DM. https://t.co/GDrqU22YpT
brand: @194210 How frequently do you experience these issues? Tell us in DM. https://t.co/GDrqU22YpT
customer: @115858 I will skip your “new generation” iPhone. Plus I have severe bugs on my 7 plus post your updates @115858 @AppleSupport
brand: @199698 We're here to help. Let us know what you're experiencing with your iPhone.
customer: @115858 After updating IOS 11 phone automatically restarts and some time speaker and mic is working 😥😥😥😥
brand: @614507 That's troublesome to have the iPhone restarting and audio not working right. Let's chat in Direct Message and we'll help. https://t.co/GDrqU22YpT
customer: @115858 What a monstrous update from apple😰.battery is draining fast and 3d touch is also lagging on my iphone 7.totally disappointed😥
brand: @324923 Let us help you with that. DM us your details here: https://t.co/GDrqU22YpT
customer: @115858 My iphone 6s plus battery drain faster than earlier after updates 11.0.2 pl sole this issue
brand: @619020 We want to help with your battery. Look here for a few tips: https://t.co/bivpdfBNJ6  DM us if you're still having trouble. https://t.co/GDrqU22YpT
customer: @AppleSupport No ned to reply and DM anymore as finally now i swapped from apple iphone 6s to SAMSUNG S8..🤣🤣🤣
customer: @AppleSupport Using the music app and if you open the camera app to click pictures, the music either stops or jitters! #problem1.
customer: @115858 Hey this update makes the phone lag too many times
customer: @115858 iOS 11.02 is devastating. It has rendered my iPhone 7 obsolete. Regret having upgraded the software. Never thought Apple can be disaster
brand: @199698 Thanks for that information. DM the country or region where you are currently located so we can help. https://t.co/GDrqU22YpT
brand: @536332 We're happy to help out! Join us in DM with the exact version of iOS 11 you're running, found at Settings &gt; General &gt; About. https://t.co/GDrqU22YpT
brand: @297216 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT
customer: @193537 @AppleSupport What are you saying i just ordered 😫
customer: @AppleSupport What does DM mean?
customer: @115858 Struggling on iPhone 7 after ios11 update. It has slow down my phone and introduced several bugs .
brand: @297216 DM means Direct Message. You can send us one by clicking on the link below. https://t.co/GDrqU22YpT
brand: @539473 We want you to be able to enjoy the new update. We can help. Send us a DM and we can look into this with you. https://t.co/GDrqU22YpT
customer: @AppleSupport @297216 What u will doing by asking dm to user?? When ios 11 is itself shitty what will u do. Pls ask tim cook to repair n fix this issue
customer: @115858 Be careful after sales service is very bad my battery of i7 exploded within 3 hrs of return from service centre only 18 month old life risk
brand: @544946 We want to look into this with you. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT
customer: @AppleSupport This how my phone is behaving after IOS11. Freezes frequently. https://t.co/gRO5ia4o8k",50,0,app_software_issue,0.99,True,freez
239365,239372,239371,2017-10-03T17:31:00+00:00,@156471 @AppleSupport my Pentium  1 PC used to hang less then my iphone does now after installing iOS 11 . What a waste of update ..!,@172874 We're here for you. Does the issue feel like it's with every app or specific to a few? What do you try when this happens?,customer: @156471 @AppleSupport my Pentium  1 PC used to hang less then my iphone does now after installing iOS 11 . What a waste of update ..!,7,0,app_software_issue,0.99,False,ios\b;update\b
239389,239394,239395,2017-10-05T03:47:00+00:00,@AppleSupport It’s ios 11. I let my coworker play with my phone and I think they fixed it for now. I will be doing the 11.0.1 update tonight. Thank you!,@172883 Absolutely. Keep us updated in DM. https://t.co/GDrqU22YpT,"customer: @115858 why is my phone brightness shifting from super dark to super bright all on its own without me being anywhere near the slider. Help
brand: @172883 Let’s check to see if Auto-Brightness is enabled: https://t.co/gvy8yXCine
If so, switch it off, &amp; let us know if that helps.
customer: @AppleSupport Auto brightness is not enabled. It does it randomly when I have my brightness set lower.
brand: @172883 Understood. May we ask which iOS version you're currently using? Thanks in advance.
customer: @AppleSupport It’s ios 11. I let my coworker play with my phone and I think they fixed it for now. I will be doing the 11.0.1 update tonight. Thank you!",6,0,app_software_issue,0.99,False,ios\b;update\b
240525,240528,240526,2017-10-06T15:01:01+00:00,"#ios1102 battery drain 
Any help here @115858","@173130 Help is here. Which iOS device are you using, and how long is the battery typically lasting you?","customer: #ios1102 battery drain 
Any help here @115858",5,0,device_issue,0.99,True,battery
242353,242356,242354,2017-09-29T21:58:29+00:00,"@AppleSupport não aguento mais carregar meu celular não seus fodido, terei que ir pro iOS 10 novamente?","@173571 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt","customer: @AppleSupport não aguento mais carregar meu celular não seus fodido, terei que ir pro iOS 10 novamente?",4,0,app_software_issue,0.99,True,ios\b
242675,242684,242683,2017-10-03T14:25:36+00:00,@AppleSupport why cant I updated or download any app?,"@173648 We'll help out. What happens when you try to update? At Settings &gt; General &gt; About &gt; Available, how much space is listed?",customer: @AppleSupport why cant I updated or download any app?,9,0,app_software_issue,0.99,True,app\b
242706,242712,242711,2017-10-04T01:03:58+00:00,@AppleSupport since I updated to the most current update the bar which shows how much you’ve listened to doesn’t move https://t.co/VUYr3hkWo0,"@173654 You're in the right place for help! Since having this issue, have you restarted the iPhone? https://t.co/OWRDHWSt4h",customer: @AppleSupport since I updated to the most current update the bar which shows how much you’ve listened to doesn’t move https://t.co/VUYr3hkWo0,6,0,app_software_issue,0.99,True,update\b
242780,242783,242781,2017-10-04T14:59:32+00:00,"@AppleSupport iPhone 5S, when I update to iOS 11 it’s always like this.",@173673 Which version of iOS 11 do you have installed? When did you first install the update?,"customer: @AppleSupport my storage just like this, can’t see the details. https://t.co/2ZrXD66yXH
brand: @173673 Knowing what's on your device is very important. How long has it been like this?
customer: @AppleSupport iPhone 5S, when I update to iOS 11 it’s always like this.",7,0,app_software_issue,0.99,False,ios\b;update\b
242780,242782,242784,2017-10-04T15:56:01+00:00,"@AppleSupport I have installed iOS 11.0.2 just now, still found this issue, i updated to iOS 11 is already 10 days.",@173673 Got it. Let's see if you can check the device storage from iTunes as outlined here: https://t.co/lk3vwAQBbi,"customer: @AppleSupport my storage just like this, can’t see the details. https://t.co/2ZrXD66yXH
brand: @173673 Knowing what's on your device is very important. How long has it been like this?
customer: @AppleSupport iPhone 5S, when I update to iOS 11 it’s always like this.
brand: @173673 Which version of iOS 11 do you have installed? When did you first install the update?
customer: @AppleSupport I have installed iOS 11.0.2 just now, still found this issue, i updated to iOS 11 is already 10 days.",7,0,app_software_issue,0.99,True,ios\b
242826,242828,242830,2017-10-04T17:15:30+00:00,@AppleSupport “Invalid sim” I’ve never changed it. “No sim” when my sim has NEVER been taken out of my phone. Cellular data turns off on its own.,"@173678 Let's take that SIM out and then put it back in again.
https://t.co/PRE2IVyoVf
Let us know in DM if that helps. https://t.co/GDrqU22YpT","customer: EVER SINCE I UPDATED MY PHONE IT BAS BEEN ACTING UP. I HATE YALL @115858
brand: @173678 We're here to help. Can you provide us with more details on your iPhone issue?
customer: @AppleSupport “Invalid sim” I’ve never changed it. “No sim” when my sim has NEVER been taken out of my phone. Cellular data turns off on its own.",4,0,connectivity_issue,0.99,True,cellular
243264,243267,243265,2017-10-05T14:40:39+00:00,@115858 I’ve never had problems with an IPhone like I’ve had since I moved to iOS 11. And I have the latest version.,@173763 We'd like to help if we can. What type of issues are you having exactly?,customer: @115858 I’ve never had problems with an IPhone like I’ve had since I moved to iOS 11. And I have the latest version.,4,0,app_software_issue,0.99,True,ios\b
243264,243266,243268,2017-10-05T17:07:00+00:00,@AppleSupport Phone is slower and crashes all the time. I have a 6S Plus and should be able to run 11.,@173763 Thanks for those details. Please move to DM with us using the link below to continue. https://t.co/GDrqU22YpT,"customer: @115858 I’ve never had problems with an IPhone like I’ve had since I moved to iOS 11. And I have the latest version.
brand: @173763 We'd like to help if we can. What type of issues are you having exactly?
customer: @AppleSupport Phone is slower and crashes all the time. I have a 6S Plus and should be able to run 11.",4,0,app_software_issue,0.99,True,crash
243286,243291,243287,2017-10-05T14:37:01+00:00,"@AppleSupport is the App Store down? I can’t download or update any apps, the circle keeps spinning and I’ve been trying for over 12 hours",@173771 Thanks for reaching out. Let's take a closer look together. Does this happen over both Wi-Fi and cellular data?,"customer: @AppleSupport is the App Store down? I can’t download or update any apps, the circle keeps spinning and I’ve been trying for over 12 hours",11,0,app_software_issue,0.99,False,update\b;app\b
243286,243290,243293,2017-10-05T17:50:00+00:00,"@AppleSupport @173771 I am from germany and have the problem when downloading gta or Hitman , but not by small apps , so it probably has to do with the ios update","@173773 So we're on the same page, are you attempting to download larger apps over Wi-Fi or when using cellular data?","customer: @AppleSupport is the App Store down? I can’t download or update any apps, the circle keeps spinning and I’ve been trying for over 12 hours
brand: @173771 Thanks for reaching out. Let's take a closer look together. Does this happen over both Wi-Fi and cellular data?
customer: @AppleSupport @173771 Having the same issue. I’ve tried both WiFi and cellular
customer: @AppleSupport @173771 I am from germany and have the problem when downloading gta or Hitman , but not by small apps , so it probably has to do with the ios update",11,0,app_software_issue,0.99,False,ios\b;update\b
243286,243294,243295,2017-10-05T20:05:05+00:00,@AppleSupport WIfi,"@173773 Great, thanks. Were you connect to a personal home network, business or public Wi-Fi when this occurred?","customer: @AppleSupport is the App Store down? I can’t download or update any apps, the circle keeps spinning and I’ve been trying for over 12 hours
brand: @173771 Thanks for reaching out. Let's take a closer look together. Does this happen over both Wi-Fi and cellular data?
customer: @AppleSupport @173771 Having the same issue. I’ve tried both WiFi and cellular
customer: @AppleSupport @173771 I am from germany and have the problem when downloading gta or Hitman , but not by small apps , so it probably has to do with the ios update
brand: @173773 So we're on the same page, are you attempting to download larger apps over Wi-Fi or when using cellular data?
customer: @AppleSupport WIfi",11,0,connectivity_issue,0.99,True,wi[ -]?fi
243286,243296,1796576,2017-10-13T19:54:29+00:00,@173771 @AppleSupport This keeps happening to me. Only since iOS 11.0.1. Annoying! I also have to turn phone on and off to get App Store to work,@539826 We'd be happy to look into this App Store issue with you. Does this happen using Wi-Fi or cellular data? https://t.co/GDrqU22YpT,"customer: @AppleSupport is the App Store down? I can’t download or update any apps, the circle keeps spinning and I’ve been trying for over 12 hours
brand: @173771 Thanks for reaching out. Let's take a closer look together. Does this happen over both Wi-Fi and cellular data?
customer: @AppleSupport @173771 Having the same issue. I’ve tried both WiFi and cellular
customer: @AppleSupport @173771 I am from germany and have the problem when downloading gta or Hitman , but not by small apps , so it probably has to do with the ios update
brand: @173773 So we're on the same page, are you attempting to download larger apps over Wi-Fi or when using cellular data?
customer: @AppleSupport WIfi
brand: @173773 Great, thanks. Were you connect to a personal home network, business or public Wi-Fi when this occurred?
customer: @AppleSupport Ive tried both WiFi and cellular its still ongoing and every time I want to download or update an app I need to switch my phone off and on
brand: @173771 Thanks for letting us know. Let us know which version of iOS you’re running on the iPhone in DM. We’ll continue from there. https://t.co/GDrqU22YpT
customer: @173771 @AppleSupport This keeps happening to me. Only since iOS 11.0.1. Annoying! I also have to turn phone on and off to get App Store to work",11,0,app_software_issue,0.99,False,ios\b;app\b
243335,243337,243336,2017-10-05T14:28:27+00:00,"@AppleSupport Absolutely sick of safari crashing in ios 11, you pillocks at apple should be sacked for allowing this shit update to ios10",@173790 We are here to help. DM which iOS device you are using and we can take a look at this for you. https://t.co/GDrqU22YpT,"customer: @AppleSupport Absolutely sick of safari crashing in ios 11, you pillocks at apple should be sacked for allowing this shit update to ios10",2,0,app_software_issue,0.99,False,ios\b;update\b;crash
244190,244192,244191,2017-10-05T14:46:36+00:00,"@AppleSupport @115858 thanks for the IOS11 now my 6s battery drains like rum in the cold night, it seems you intentionally making hate my 📱.",@174001 We're here to help! Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT,"customer: @AppleSupport @115858 thanks for the IOS11 now my 6s battery drains like rum in the cold night, it seems you intentionally making hate my 📱.",2,0,device_issue,0.99,True,battery
245253,245255,245254,2017-10-05T15:00:05+00:00,@115858 what's wrong with ur charges? I'm on my 10th 1 this year,@174226 Our article https://t.co/UXU3etFEMm includes many general use tips for maximizing cable life that might be helpful.,customer: @115858 what's wrong with ur charges? I'm on my 10th 1 this year,2,0,billing_payment,0.99,True,charg(?:e|ed|ing)
247566,245334,245957,2017-10-05T15:27:30+00:00,"@116333 But for some reason, every time I upgrade OS after having phone two years, it runs like garbage and freezes up. How convenient for Apple.",@174417 We'd like to look into that with you. Send us a DM and tell us which iPhone you'e using. https://t.co/GDrqU22YpT,"customer: Remembering Steve today. Still with us, still inspiring us. “Make something wonderful, and put it out there.” https://t.co/7aOCPkwU0U
customer: @116333 Presently apple product and service are bad. My macbook air gone faulty in 3 months. Repaired in 3 months. Lasted 6 months. Now not working.
brand: @276385 We'd like to see how we can help with your Mac. Please DM us more details and we'll go from there. https://t.co/GDrqU22YpT
customer: @116333 @AppleSupport poor sarvice and poor product my iphone7 not working fine visited 4 time in just 2 months
brand: @174247 We'll do everything we can to help. DM us what's going on and we can go from there together. https://t.co/GDrqU22YpT
customer: @AppleSupport Can you pls provied me any mail id so i can you all the communication mail with apple team device not working fine
customer: @116333 But for some reason, every time I upgrade OS after having phone two years, it runs like garbage and freezes up. How convenient for Apple.",24,0,app_software_issue,0.99,True,freez
247566,245330,247567,2017-10-05T16:06:01+00:00,@116333 I have to admit some things have changed spent $100+ dollars on a battery case for my Iphone 7 and it is falling apart and Apple  not help☹️,@174822 We'd like to look into this. Send us a DM with details regarding this issue. https://t.co/GDrqU2kzhr,"customer: Remembering Steve today. Still with us, still inspiring us. “Make something wonderful, and put it out there.” https://t.co/7aOCPkwU0U
customer: @116333 Presently apple product and service are bad. My macbook air gone faulty in 3 months. Repaired in 3 months. Lasted 6 months. Now not working.
brand: @276385 We'd like to see how we can help with your Mac. Please DM us more details and we'll go from there. https://t.co/GDrqU22YpT
customer: @116333 @AppleSupport poor sarvice and poor product my iphone7 not working fine visited 4 time in just 2 months
brand: @174247 We'll do everything we can to help. DM us what's going on and we can go from there together. https://t.co/GDrqU22YpT
customer: @AppleSupport Can you pls provied me any mail id so i can you all the communication mail with apple team device not working fine
customer: @116333 But for some reason, every time I upgrade OS after having phone two years, it runs like garbage and freezes up. How convenient for Apple.
brand: @174417 We'd like to look into that with you. Send us a DM and tell us which iPhone you'e using. https://t.co/GDrqU22YpT
customer: @116333 I have to admit some things have changed spent $100+ dollars on a battery case for my Iphone 7 and it is falling apart and Apple  not help☹️
customer: @AppleSupport @276385 I have to admit some things have changed spent $100+ dollars on a battery case for my Iphone 7 and it is falling apart and Apple nohelp☹️",24,0,device_issue,0.99,True,battery
245957,245960,245958,2017-10-05T15:27:00+00:00,why tf cant i read texts or delete all notifications at once in the new notification center update this sux @115858,@174418 We're here to help. Are you on the latest iOS version of 11.0.2?,customer: why tf cant i read texts or delete all notifications at once in the new notification center update this sux @115858,4,0,app_software_issue,0.99,True,update\b
246506,246511,246507,2017-10-05T15:39:01+00:00,@AppleSupport iOS 11 has made my phone slower than my roommate’s bulldog. #hesrealslow #Apple #AppleUpdate https://t.co/1RwzxQnk4R,@174552 Thanks for reaching out to us about your iPhone. Can you tell us which exact version of iOS you're running currently?,customer: @AppleSupport iOS 11 has made my phone slower than my roommate’s bulldog. #hesrealslow #Apple #AppleUpdate https://t.co/1RwzxQnk4R,6,0,app_software_issue,0.99,False,ios\b;update\b;slow\b
246512,246515,246513,2017-10-05T15:36:33+00:00,Heeeey my battery went from 20 to 10% in just 3 minutos and screen locked... This beta version s*cks &gt;.&lt; @AppleSupport,@174553  When did you first encounter the issue?,customer: Heeeey my battery went from 20 to 10% in just 3 minutos and screen locked... This beta version s*cks &gt;.&lt; @AppleSupport,11,0,device_issue,0.99,False,battery;screen\b
246529,246534,246535,2017-10-05T15:25:32+00:00,Arreglame la batería y el Bluetooth xfi @115858,@174557 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,"customer: Arreglame la batería y el Bluetooth xfi @115858
customer: @174557 @115858 Desde que lo actualizaste no te anda el bluetooth?
customer: @174556 @115858 Anda mal! Lo conecté a un parlante y se corta o acelera las canciones 😳 y la batería vuela!! No lo actualices 🙇🏽‍♀️
customer: @174557 @115858 Ya actualice jaja. Me pasa lo mismo con el bluetooth, o directamente no se conecta 👹🔥💣🔪",6,0,connectivity_issue,0.99,True,bluetooth
246529,246531,246530,2017-10-05T15:34:19+00:00,"@174557 @115858 Ya actualice jaja. Me pasa lo mismo con el bluetooth, o directamente no se conecta 👹🔥💣🔪",@174556 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,"customer: Arreglame la batería y el Bluetooth xfi @115858
customer: @174557 @115858 Desde que lo actualizaste no te anda el bluetooth?
customer: @174556 @115858 Anda mal! Lo conecté a un parlante y se corta o acelera las canciones 😳 y la batería vuela!! No lo actualices 🙇🏽‍♀️
customer: @174557 @115858 Ya actualice jaja. Me pasa lo mismo con el bluetooth, o directamente no se conecta 👹🔥💣🔪
brand: @174557 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs",6,0,connectivity_issue,0.99,True,bluetooth
247093,247095,247094,2017-10-05T15:49:33+00:00,So @115858 i download the new update and in a matter of days my phone suddenly starts dying at 15%... coincidence or not? 🤔,@174695 We'd be happy to assist with your iPhone today. Send us a DM to get started. https://t.co/GDrqU22YpT,customer: So @115858 i download the new update and in a matter of days my phone suddenly starts dying at 15%... coincidence or not? 🤔,2,0,app_software_issue,0.99,True,update\b
247102,247104,247103,2017-10-05T15:47:01+00:00,@AppleSupport And still the iOS Podcasts app fails to download all unplayed episodes even when it is set to do so.,@174699 We'd like to help! Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT,customer: @AppleSupport And still the iOS Podcasts app fails to download all unplayed episodes even when it is set to do so.,2,0,app_software_issue,0.99,False,ios\b;app\b
247121,247124,247122,2017-10-05T15:43:34+00:00,@115858 You guys any closer to sorting out the battery draining issues with ios11? It’s killing my phone within a few hours.,@174706 Thanks for reaching out. We'd like to take a look at this with you in DM. https://t.co/GDrqU22YpT,customer: @115858 You guys any closer to sorting out the battery draining issues with ios11? It’s killing my phone within a few hours.,3,0,device_issue,0.99,True,battery
247577,247579,247578,2017-10-05T16:05:35+00:00,"@AppleSupport Any reason Independence Day Resurgence went from 4K, to 4K HDR and then back to HD on the UK iTunes store today?","@174827 Thanks for reaching out. For questions regarding iTunes Store content, reach our iTunes Store team here: https://t.co/SDIe7UiyJN","customer: @AppleSupport Any reason Independence Day Resurgence went from 4K, to 4K HDR and then back to HD on the UK iTunes store today?",2,0,app_software_issue,0.99,True,itunes
248184,248189,248188,2017-10-05T15:31:33+00:00,".@AppleSupport Q: was the WatchOS 4.0.1 update only released for Series 3 watches? Just curious, thanks!",@173566 The recent release of WatchOS 4.0.1 is currently only available for Series 3 Apple Watches.,"customer: .@AppleSupport Q: was the WatchOS 4.0.1 update only released for Series 3 watches? Just curious, thanks!",5,0,app_software_issue,0.99,True,update\b
248184,248187,248185,2017-10-05T16:21:02+00:00,@AppleSupport Gotcha. Series 2 is acting weird since WatchOS 4.0 update so was hoping that would apply to it as well.,@173566 Tell us more about what you're noticing with your Watch. We'd be happy to check it out. You can DM us. https://t.co/GDrqU22YpT,"customer: .@AppleSupport Q: was the WatchOS 4.0.1 update only released for Series 3 watches? Just curious, thanks!
brand: @173566 The recent release of WatchOS 4.0.1 is currently only available for Series 3 Apple Watches.
customer: @AppleSupport Gotcha. Series 2 is acting weird since WatchOS 4.0 update so was hoping that would apply to it as well.",5,0,app_software_issue,0.99,True,update\b
248195,248198,248196,2017-10-05T16:16:00+00:00,@AppleSupport i updated my iphone 7 to ios 11.0.2 and was wondering why I cant adjust the volume while my phone is locked,"@174967 Thanks for reaching out. Is ""Change with Buttons"" currently enabled from Settings &gt; Sounds?",customer: @AppleSupport i updated my iphone 7 to ios 11.0.2 and was wondering why I cant adjust the volume while my phone is locked,4,0,app_software_issue,0.99,True,ios\b
249195,249201,249200,2017-10-05T15:54:24+00:00,@AppleSupport any ideas why my #iPhone8Plus is having WiFi issues?! Constantly having to disconnect and reconnect!,@175203 We want to help out. Have you taken a look at these steps here? https://t.co/G7BHuQnDS6,customer: @AppleSupport any ideas why my #iPhone8Plus is having WiFi issues?! Constantly having to disconnect and reconnect!,6,0,connectivity_issue,0.99,False,wi[ -]?fi;connect\b
249195,249198,249196,2017-10-05T16:50:01+00:00,@AppleSupport Yes. I have turned off and on and restarted device. It’s not constant but some of the time connection needs resetting. Other devices ok.,"@175203 Understood, thanks. Let us know if you've tried these steps as well: https://t.co/sXbhzfAqXc","customer: @AppleSupport any ideas why my #iPhone8Plus is having WiFi issues?! Constantly having to disconnect and reconnect!
brand: @175203 We want to help out. Have you taken a look at these steps here? https://t.co/G7BHuQnDS6
customer: @AppleSupport Yes. I have turned off and on and restarted device. It’s not constant but some of the time connection needs resetting. Other devices ok.",6,0,connectivity_issue,0.99,True,connection
249195,249197,249199,2017-10-05T19:21:00+00:00,@AppleSupport Yes all tried. My phone will connect no problem. It just stops working after a while until I reset the connection. All other devices ok,@175203 Understood. Let's meet in DM. https://t.co/GDrqU22YpT,"customer: @AppleSupport any ideas why my #iPhone8Plus is having WiFi issues?! Constantly having to disconnect and reconnect!
brand: @175203 We want to help out. Have you taken a look at these steps here? https://t.co/G7BHuQnDS6
customer: @AppleSupport Yes. I have turned off and on and restarted device. It’s not constant but some of the time connection needs resetting. Other devices ok.
brand: @175203 Understood, thanks. Let us know if you've tried these steps as well: https://t.co/sXbhzfAqXc
customer: @AppleSupport Yes all tried. My phone will connect no problem. It just stops working after a while until I reset the connection. All other devices ok",6,0,connectivity_issue,0.99,False,connect\b;connection
249216,249219,249217,2017-10-05T16:46:01+00:00,Yo @AppleSupport 👋🏽 do you plan on fixing the countless problems and glitches with iOS 11 ? It’d be nice if we could use our phones 🤗,@175209 what are the issues you're seeing? Let us know in DM and we'll work together to get them resolved. https://t.co/GDrqU2kzhr,customer: Yo @AppleSupport 👋🏽 do you plan on fixing the countless problems and glitches with iOS 11 ? It’d be nice if we could use our phones 🤗,3,0,app_software_issue,0.99,False,ios\b;glitch
249292,249299,249298,2017-11-25T02:32:31+00:00,Just watched my battery meter go from 52% to 17% in ten minutes while not using it. Nothing running in the background. @AppleSupport @115858 why do you program phone to do this after they reach a certain age??,@175228 We want to help with your battery concerns. Which iPhone are you using? Are you running our latest iOS version 11.1.2? You can check in Settings &gt; General &gt; About.,customer: Just watched my battery meter go from 52% to 17% in ten minutes while not using it. Nothing running in the background. @AppleSupport @115858 why do you program phone to do this after they reach a certain age??,7,0,device_issue,0.99,True,battery
249292,249294,249293,2017-11-25T02:56:00+00:00,@AppleSupport Yes. I have read every article about prolonging the battery life. I even use the low battery mode regardless of the meter. It is a programming issue that needs to be fixed.,@175228 Let's meet up in DM to review a few more details. Send us your iPhone model via the link below. https://t.co/GDrqU22YpT,"customer: Just watched my battery meter go from 52% to 17% in ten minutes while not using it. Nothing running in the background. @AppleSupport @115858 why do you program phone to do this after they reach a certain age??
brand: @175228 We want to help with your battery concerns. Which iPhone are you using? Are you running our latest iOS version 11.1.2? You can check in Settings &gt; General &gt; About.
customer: @AppleSupport I just updated to 11.1.2 yesterday. It has been happening every since I upgraded to 11.
customer: @AppleSupport I plugged it in to charge. It’s up to 76% after charging 20 minutes. You can’t tell me that this is not a programming issue intentionally used to get people to purchase the newest version of the iPhone.
brand: @175228 Thanks. We want to take a closer look at this. Have you made sure that all of your apps are up-to-date by checking App Store &gt; Updates?

There are additional steps to maximize battery life here: https://t.co/BGb00taxed
customer: @AppleSupport Yes. I have read every article about prolonging the battery life. I even use the low battery mode regardless of the meter. It is a programming issue that needs to be fixed.",7,0,device_issue,0.99,True,battery
250070,250072,250071,2017-10-05T17:07:00+00:00,@AppleSupport what is the price of iPhone 6 32GB In India..at Maple Store..,@175416 We'd be happy to point you in the right direction. Our Sales Team should be able to answer that here: https://t.co/8yjRd1Xo0i,customer: @AppleSupport what is the price of iPhone 6 32GB In India..at Maple Store..,2,0,general_information,0.99,True,what is\b
250724,250726,250725,2017-10-05T17:28:01+00:00,"@AppleSupport I thought that with  #iOS11 my #iPhone6 wold go better. But it goes slower, and the battery rans out much faster.",@175592 We'd be glad to check that with you. Please DM us using the following link. https://t.co/GDrqU22YpT,"customer: @AppleSupport I thought that with  #iOS11 my #iPhone6 wold go better. But it goes slower, and the battery rans out much faster.",2,0,device_issue,0.99,True,battery
250726,250729,250727,2017-10-05T17:26:00+00:00,@AppleSupport #iOS11 is it just me or anyone else facing the issue where the Bluetooth turns on automatically? #appleios11,@128696 We're here to help. Would you please tell us which iOS device are you using?,customer: @AppleSupport #iOS11 is it just me or anyone else facing the issue where the Bluetooth turns on automatically? #appleios11,3,0,connectivity_issue,0.99,True,bluetooth
252438,252440,252439,2017-11-01T23:00:51+00:00,Has anyone else’s older iPhone gone slower after the iOS 11 update? Just wandering if @115858 is up to its old tricks again 😏.,@176022 We'd love to assist you with this. Please click here to join us in DM and tell us which device and software version you have: https://t.co/GDrqU22YpT,customer: Has anyone else’s older iPhone gone slower after the iOS 11 update? Just wandering if @115858 is up to its old tricks again 😏.,2,0,app_software_issue,0.99,False,ios\b;update\b
