id,conversation_id,customer_tweet_id,timestamp,customer_message,brand_response,conversation_history,conversation_turns,intent,should_escalate,expected_resolution,difficulty,evidence_conversation_id,annotation_status
47,2946988,2946995,2017-11-29T20:09:01+00:00,"@AppleSupport Still some important ones aren't

I would suggest prioritizing loading apps that appear on the first screen first...
I got some downloads in a folder on fourth screen, while my most important ones aren't there...
I'm stuck with two phones now until my first screen downloads fully",@804897 Understood. We'd love to look into this further with you. Please click here to connect with us in DM:,"customer: My @115858 iPhone X saga continues.
I'm currently back to the iPhone 6

Apps don't download to the new phone so couldn't use Uber\Slack and other 'urgent' ones.

Killed App Store and rebooted the device several times, no help.

@AppleSupport, anyone else, ideas?
brand: @804897 We're happy to look into this with you so that you can enjoy your iPhone X. When you try to download your apps does anything happen? Do you receive any error messages?
customer: @AppleSupport Initially everything was stuck.

I then upgraded to 11.1.2 and few apps did download (not the urgent ones)

Now looks like it's not progressing again.
Some apps show cloud icon, some apps show colored 'clock' that does not progress.

The iPhoneX isn't usable, on wifi, SIM is in 6
brand: @804897 We want you to be able to use your apps on your new iPhone X. Were you running iOS 11 or later on your iPhone 6? If the apps are 32 bit apps, they will not run on iOS 11. We want to rule that out as the reason these are not downloading.
customer: @AppleSupport I didn't upgrade iPhone 6 to iOS 11, but these apps are compatible.
Uber, Expensify, https://t.co/5tuIyGhjed, Chrome, etc...

Looks like there may be some more progress, though...
brand: @804897 Depending upon how many apps you have to install, it may take a short while to get them installed. As long as you're seeing progress, we are confident they are installing. We want to help, so please shoot us a DM if you have additional concerns by tapping here: https://t.co/GDrqU22YpT
customer: @AppleSupport Still some important ones aren't

I would suggest prioritizing loading apps that appear on the first screen first...
I got some downloads in a folder on fourth screen, while my most important ones aren't there...
I'm stuck with two phones now until my first screen downloads fully",8,app_software_issue,False,"Apps download and install correctly, with important apps prioritized.",medium,,ollama_suggestion_pending_human_review
48,1516142,1516144,2017-11-03T18:55:42+00:00,"My phone jumped from 20% to dead in 2 mins..it NEVER did that before iOS 11, but @AppleSupport couldn’t find an issue with my battery. Okay.",@471766 Let's help take a closer look. Please DM us the country you're in and we can go from there. https://t.co/GDrqU22YpT,"customer: My phone jumped from 20% to dead in 2 mins..it NEVER did that before iOS 11, but @AppleSupport couldn’t find an issue with my battery. Okay.",2,app_software_issue,False,Investigate potential software bugs causing unexpected battery drain in iOS 11.,medium,,ollama_suggestion_pending_human_review
49,2305963,2305966,2017-11-13T00:04:16+00:00,My battery fucking DRAINS since I updated my phone. Yo @115858 what’s up with that.,"@582493 We can help with that. To clarify, are you referring to iOS 11.1.1? You can check under Settings &gt; General &gt; About. Also, take a look at the tips here and let us know if they help out: https://t.co/bivpdfBNJ6",customer: My battery fucking DRAINS since I updated my phone. Yo @115858 what’s up with that.,3,app_software_issue,True,The issue with battery drain after the update will be investigated and resolved.,medium,,ollama_suggestion_pending_human_review
50,1777857,1777859,2017-10-29T00:06:00+00:00,@AppleSupport SE. yall killin my battery,"@534186 Are you using the Control Center to turn off WiFi? If so, check this out: https://t.co/G7BHuQnDS6","customer: I swear, if @115858 turns on my wifi on its own one more fucking time!!!
brand: @534186 We'd like to know more to help. What device are you experiencing this issue on? Let us know and we'll continue.
customer: @AppleSupport SE. yall killin my battery",6,connectivity_issue,False,Provide tips to reduce battery usage and check for software updates.,easy,,ollama_suggestion_pending_human_review
51,2304888,2304890,2017-11-13T01:28:00+00:00,@AppleSupport Thanks for responding. What is the impact on battery life/performance following this change?,"@668737 Battery depletion is caused by general usage, not only from the Control Center features. If you want to disable Wi-Fi and Bluetooth entirely, those options can be toggled off in the Settings app.","customer: Upgraded phone to iOS 11. General thought are v positive, although it is slowing down my iPhone 6 - expected. Like the new customisable Control Centre à lot.
customer: Huge negative; toggling the WiFi/Bluetooth controls to off in Control Centre. What d’ya mean it’s *not* really switched off, @115858
brand: @668737 Thanks for reaching out, we can elaborate. In iOS 11, Control Center was updated, and with those updates came a few changes to how the Bluetooth and Wi-Fi buttons function. The following article has more information about that: https://t.co/G7BHuQnDS6
customer: @AppleSupport Thanks for responding. What is the impact on battery life/performance following this change?",5,app_software_issue,False,Provide information on the impact of the Control Centre changes on battery life and performance.,medium,,ollama_suggestion_pending_human_review
52,2040101,2040103,2017-11-07T22:03:00+00:00,@AppleSupport any way to check my battery health.,@603220 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT,customer: @AppleSupport any way to check my battery health.,2,device_issue,False,Provide instructions on how to check battery health.,easy,,ollama_suggestion_pending_human_review
53,553612,553614,2017-12-02T19:59:27+00:00,Hardware failed after 4 months of warranty. Was told to replace at 25K by Apple customer care. is this the quality delivered? #apple @115858 @AppleSupport,@249130 We'd like to look into this a bit more with you. Could you join us in DM with more details on what happened? https://t.co/GDrqU22YpT,customer: Hardware failed after 4 months of warranty. Was told to replace at 25K by Apple customer care. is this the quality delivered? #apple @115858 @AppleSupport,2,device_issue,True,Apple should replace or repair the hardware at no cost within the warranty period.,hard,,ollama_suggestion_pending_human_review
54,1761176,1761179,2017-11-07T20:24:55+00:00,@AppleSupport i can use my phone only for 2 hours and then the battery is empty by 16% percent - iPhone 5s,@530007 Let's look into this further to figure out what's causing this. Which version of iOS are you running? When did this begin?,customer: @AppleSupport i can use my phone only for 2 hours and then the battery is empty by 16% percent - iPhone 5s,4,device_issue,False,Provide battery health check and repair options.,easy,,ollama_suggestion_pending_human_review
55,149997,149999,2017-11-24T15:13:32+00:00,. @AppleSupport what is the twitter handle for the Apple Developer Support program?,"@150196 We'll be happy to get you pointed in the right direction. To connect with Apple Developer Support, check out this link: https://t.co/MN29maiV1D",customer: . @AppleSupport what is the twitter handle for the Apple Developer Support program?,2,general_information,False,Provide the correct Twitter handle for Apple Developer Support.,easy,,ollama_suggestion_pending_human_review
56,820164,820167,2017-10-12T22:04:37+00:00,Dear @AppleSupport where can I find a Full installer of MacOS Sierra 10.12.6? I need it desperately. Please HELP!!,@315372 We'd be happy to point you in the right direction. Please DM us and we'll go from there. https://t.co/GDrqU22YpT,customer: Dear @AppleSupport where can I find a Full installer of MacOS Sierra 10.12.6? I need it desperately. Please HELP!!,3,general_information,False,Provide the customer with a link to download the full installer of MacOS Sierra 10.12.6.,easy,,ollama_suggestion_pending_human_review
57,1975689,1975691,2017-11-01T17:02:57+00:00,Aye @AppleSupport @115858 why does my phone keep changing my “i’s” into “I️ “ and how can I️ fix it??,@500195 Thanks for reaching out! We’d be happy to look into this with you. DM us your current iOS version to proceed. https://t.co/GDrqU22YpT,customer: Aye @AppleSupport @115858 why does my phone keep changing my “i’s” into “I️ “ and how can I️ fix it??,4,general_information,False,Provide information on how to adjust text substitution settings on the device.,easy,,ollama_suggestion_pending_human_review
58,1458721,1458724,2017-11-03T22:26:51+00:00,What’s with the letter “I️” turning into an A and question mark? @AppleSupport,@458584 We'd like to look into your issue. Send us a DM with your device type and iOS version to get started. https://t.co/GDrqU22YpT,"customer: What’s with the letter “I️” turning into an A and question mark? @AppleSupport
customer: @458584 @AppleSupport #sendhelp it’s been driving me crazy 😭",4,general_information,False,Provide information on how to check and adjust keyboard settings.,easy,,ollama_suggestion_pending_human_review
59,1659101,1659103,2017-11-06T05:08:25+00:00,**black box with question mark inside @AppleSupport https://t.co/bvBKEcVTlC,@506187 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,customer: **black box with question mark inside @AppleSupport https://t.co/bvBKEcVTlC,2,device_issue,False,Diagnose and provide a solution for the hardware issue.,easy,,ollama_suggestion_pending_human_review
60,2558736,2558738,2017-11-16T16:47:31+00:00,How can I report a glitch to @AppleSupport,@366782 Meet us in DM and let us know what's up. We'll help: https://t.co/GDrqU22YpT,customer: How can I report a glitch to @AppleSupport,2,general_information,False,Provide instructions on how to report a glitch to Apple Support.,easy,,ollama_suggestion_pending_human_review
61,2014718,2014720,2017-11-05T18:20:46+00:00,so the letter I is a box with a question mark😂 get your shit together @115858,@595741 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,customer: so the letter I is a box with a question mark😂 get your shit together @115858,2,complaint,True,The issue will be escalated to the appropriate support team for further investigation.,easy,,ollama_suggestion_pending_human_review
62,1711277,1711279,2017-11-07T01:54:30+00:00,What is this?? 👉🏾 I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I I️ @115858 @AppleSupport,@518393 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,customer: What is this?? 👉🏾 I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I I️ @115858 @AppleSupport,2,general_information,False,Provide information on the meaning of the repeated 'I' characters.,easy,,ollama_suggestion_pending_human_review
63,2279552,2279554,2017-11-11T19:38:28+00:00,"@115858 need to fix these question marks an shit that's replacing the letter "" i "" shit annoying B.","@662734 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6

Please DM if the issue continues. https://t.co/GDrqU22YpT","customer: @115858 need to fix these question marks an shit that's replacing the letter "" i "" shit annoying B.",2,app_software_issue,False,Fix the software bug causing the letter 'i' to be replaced by question marks.,easy,,ollama_suggestion_pending_human_review
64,1453876,1453878,2017-11-02T14:50:06+00:00,@AppleSupport What is this shit https://t.co/6Pmrf43lWM,@326300 We want to help. Please DM us which iOS version you're on. We'll look into this with you there. https://t.co/GDrqU22YpT,"customer: @AppleSupport what is this shit every time I️ tweet/type “I️” https://t.co/TuA9KxsAIw
customer: @AppleSupport What is this shit https://t.co/6Pmrf43lWM",3,app_software_issue,True,Resolve the software issue causing the typing problem in the iOS device.,medium,,ollama_suggestion_pending_human_review
65,2689420,2689422,2017-11-19T15:51:28+00:00,Fking brand new MacBook just took a shit after trying to install Sierra and lost all my information 😒😑 @115858 @127271 thanks guys.,@516522 Were you able to get the Mac working again? We'd be happy to help you recover data from your backup. Please DM us. https://t.co/GDrqU22YpT,customer: Fking brand new MacBook just took a shit after trying to install Sierra and lost all my information 😒😑 @115858 @127271 thanks guys.,2,device_issue,True,Replace the MacBook or repair the hardware issue.,hard,,ollama_suggestion_pending_human_review
66,639701,639704,2017-11-22T20:24:26+00:00,"@AppleSupport Legally speaking, can i use @115858 's logo to put it in a public poster ? Goal is to make people coming in our next school conference ""buying guide for christmas"" ? Will be discret and next to other's logos",@271734 Great question! Check out this link to learn about the Guidelines for Using Apple Trademarks and Copyrights: https://t.co/Sg9b4ld41g,"customer: @AppleSupport Legally speaking, can i use @115858 's logo to put it in a public poster ? Goal is to make people coming in our next school conference ""buying guide for christmas"" ? Will be discret and next to other's logos",4,general_information,False,Provide information on logo usage policies.,easy,,ollama_suggestion_pending_human_review
67,2010356,2010358,2017-11-05T03:57:30+00:00,@115858 fix this question mark shit 😤,"@594467 We'd like to help. These steps will help: https://t.co/xXaXeeSRt9

DM us with questions or if you have trouble: https://t.co/GDrqU22YpT",customer: @115858 fix this question mark shit 😤,2,complaint,True,Assess the issue and provide a solution to remove the question mark.,easy,,ollama_suggestion_pending_human_review
68,1772176,1772178,2017-11-08T01:52:51+00:00,WHAT TF IS UP WITH THESE QUESTION MARK BOXES CAN SOMEONE PLEASE FUCKING EXPLAIN @AppleSupport @115858,@532649 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,customer: WHAT TF IS UP WITH THESE QUESTION MARK BOXES CAN SOMEONE PLEASE FUCKING EXPLAIN @AppleSupport @115858,2,general_information,False,Provide an explanation for the question mark boxes.,easy,,ollama_suggestion_pending_human_review
69,1027589,1027592,2017-10-23T00:48:29+00:00,@AppleSupport SOS how do I fix :(( https://t.co/Ms6BR0Cc33,@363163 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,customer: @AppleSupport SOS how do I fix :(( https://t.co/Ms6BR0Cc33,3,general_information,False,Provide instructions on how to troubleshoot the issue.,easy,,ollama_suggestion_pending_human_review
70,1630187,1630189,2017-11-05T19:30:01+00:00,@AppleSupport how do I️ fix the I️ thing....,@498962 We're here to help. Please join us in DM and let us know more about what you're experiencing. https://t.co/GDrqU22YpT,customer: @AppleSupport how do I️ fix the I️ thing....,2,general_information,False,Provide instructions on how to troubleshoot the issue with the device or software.,easy,,ollama_suggestion_pending_human_review
71,963246,963248,2017-10-21T22:37:32+00:00,@115858  @AppleSupport how do I turn off the prompt asking me if I want to go in driving mode? #nyc don’t drive!,@348590 Great question! Check out this resource to help https://t.co/4q284hkYJK and let us know if you still need us.,customer: @115858  @AppleSupport how do I turn off the prompt asking me if I want to go in driving mode? #nyc don’t drive!,2,general_information,False,Provide instructions on how to disable the driving mode prompt.,easy,,ollama_suggestion_pending_human_review
72,641960,641962,2017-11-22T21:21:25+00:00,@AppleSupport Documents &amp; Data is almost full. What is that??🤔 https://t.co/omZLuildlK,"@272348 The Documents &amp; Data category includes Safari Offline Reading List, files stored within installed apps, and app content like contacts, calendars, messages, and emails (and their attachments).","customer: @AppleSupport my iPhone 7Plus turns slow.. how to fix that? There’s not too many apps, music, pics, i have only 97 photos on it...
brand: @272348 Let's team up and find a solution. You mentioned that it's slow. Does this happen all the time, or do you notice it more within specific apps and when certain functions are completed?
customer: @AppleSupport No, it’s slow even when I’m using on the settings app...
customer: @AppleSupport Documents &amp; Data is almost full. What is that??🤔 https://t.co/omZLuildlK
brand: @272348 Thanks for clarifying. Meet up with us in DM, and we'll take a closer look into how we can get your iPhone back to how it normally behaves. https://t.co/GDrqU22YpT",8,app_software_issue,False,Identify and clear space in Documents & Data to improve device performance.,easy,,ollama_suggestion_pending_human_review
73,2134818,2134821,2017-11-08T17:47:01+00:00,i will be tweeting like this until @115858 fixes this question mark problem.,@628073 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,customer: i will be tweeting like this until @115858 fixes this question mark problem.,3,complaint,True,The issue with question marks needs to be addressed by Apple Support.,medium,,ollama_suggestion_pending_human_review
74,1724880,1724882,2017-11-07T04:31:00+00:00,how am I️ supposed to sound freaky when every time I️ type “I️” it’s a question mark in a box @AppleSupport,@521697 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,customer: how am I️ supposed to sound freaky when every time I️ type “I️” it’s a question mark in a box @AppleSupport,2,app_software_issue,False,The customer should be guided to reset text replacement settings or reinstall the keyboard app.,easy,,ollama_suggestion_pending_human_review
75,2309609,2309611,2017-11-13T03:31:30+00:00,@115858 I'm so fucking tired of seeing this damn question mark inside a box 😡😡😡 wtf is up ????,"@669877 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",customer: @115858 I'm so fucking tired of seeing this damn question mark inside a box 😡😡😡 wtf is up ????,2,complaint,True,The issue with the question mark should be resolved promptly.,medium,,ollama_suggestion_pending_human_review
76,2301949,2301951,2017-11-12T18:23:00+00:00,"Hey, @115858 @AppleSupport can I️ have my I️ back please!?","@668052 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/ui8Itz8ESg","customer: Hey, @115858 @AppleSupport can I️ have my I️ back please!?",2,refund_return,False,Customer is requesting a refund or return of a product or service.,easy,,ollama_suggestion_pending_human_review
77,1400686,1400689,2017-10-28T17:04:00+00:00,@AppleSupport dude WHAT is the problem I’m on WiFi I have good battery I have enough space I’ve tried this 3 times in 2 days https://t.co/xx61qiYkR6,@234042 We've got your back. Let us know in DM if the steps don't help: https://t.co/Ui1yTnOCUz https://t.co/GDrqU22YpT,customer: @AppleSupport dude WHAT is the problem I’m on WiFi I have good battery I have enough space I’ve tried this 3 times in 2 days https://t.co/xx61qiYkR6,5,general_information,False,Provide information on troubleshooting steps for the specific issue.,easy,,ollama_suggestion_pending_human_review
78,2255296,2255298,2017-11-11T02:12:00+00:00,@AppleSupport wifi,"@656895 Do you have a computer with iTunes installed, or a computer you can install iTunes on?  If so, let's try using iTunes to update.","customer: @AppleSupport dudes why cant i update to ios 11 at all i have the 6s
brand: @656895 We'd love to help you update your iPhone. What happens when you try? Are you updating via Wi-Fi or through iTunes on a computer?
customer: @AppleSupport i cant even try it like doesnt pop up in my software updates
brand: @656895 Are you updating via Wi-Fi or iTunes?
customer: @AppleSupport wifi",7,app_software_issue,False,Customer can update iOS 11 via Wi-Fi,medium,,ollama_suggestion_pending_human_review
79,2493918,2493923,2017-11-15T19:09:00+00:00,"@AppleSupport iPhone 6. If I connect headphones, it says it can’t setup Siri as it needs the phone mic to do this.",@711898 We'd be happy to look into this with you further. DM us using the link below and we'll go from there. https://t.co/GDrqU22YpT,"customer: @115858 Even after update 11.1.1, Siri STILL doesn’t work! Come on Apple!! And don’t tell me to turn my phone off and on again! 😡
brand: @711898 We'd like to help with getting Siri working again. What aspect of this feature is not working? Please explain further.
customer: @AppleSupport Setting Siri up. It can’t hear me. I know the mic works as I can ask google questions. Everything is turned on and even tried turning phone off/on.
brand: @711898 What type of iPhone do you have? If you use headphones with the device, does Siri respond?
customer: @AppleSupport iPhone 6. If I connect headphones, it says it can’t setup Siri as it needs the phone mic to do this.",6,app_software_issue,False,Check audio settings and ensure mic is not muted or disabled when using headphones.,easy,,ollama_suggestion_pending_human_review
80,966844,966847,2017-10-22T00:01:50+00:00,@AppleSupport my phone keeps turning my wifi and Bluetooth on when I don’t want them on. How do I stop that?,@174817 Help is here! How are you disabling Wi-Fi and Bluetooth?,customer: @AppleSupport my phone keeps turning my wifi and Bluetooth on when I don’t want them on. How do I stop that?,6,connectivity_issue,False,Provide instructions on how to disable Wi-Fi and Bluetooth when not in use.,easy,,ollama_suggestion_pending_human_review
81,2321163,2321169,2017-11-26T16:20:29+00:00,"After upgrading to #iPhoneX , my cellular data on verizon usage is not right. Shows data used even when on wifi or with background Apps refresh off. #iPhone8 doesnt have this issue. Anyone else having this issue ?

@AppleSupport @115990",@672656 We'd like to help. What iOS version are you using? Settings &gt; General &gt; About.,"customer: After upgrading to #iPhoneX , my cellular data on verizon usage is not right. Shows data used even when on wifi or with background Apps refresh off. #iPhone8 doesnt have this issue. Anyone else having this issue ?

@AppleSupport @115990",6,app_software_issue,False,Resolve the issue with cellular data usage on iPhone X by updating settings or software.,medium,,ollama_suggestion_pending_human_review
82,247631,247633,2017-10-05T16:01:56+00:00,"@AppleSupport in iOS 11.0.2 the status bar disappear all the icons (signal, baterry) are black https://t.co/qsP9PeL1Qy",@174838 Let's look into this! Send us a DM so we can see why this is happening. https://t.co/GDrqU22YpT,"customer: @AppleSupport in iOS 11.0.2 the status bar disappear all the icons (signal, baterry) are black https://t.co/qsP9PeL1Qy",2,app_software_issue,False,The issue with the status bar icons will be resolved in the next software update or through a specific fix.,easy,,ollama_suggestion_pending_human_review
83,1396524,1396526,2017-10-19T15:15:04+00:00,#ethernet #problem #macoshighsierra I have change more cable and is stable on wifi. #BCM5701. Can you help me? @AppleSupport Thanks https://t.co/TjQNDkeSM7,@322681 We would be glad to take a look at this for you. Reach out to us in DM. https://t.co/GDrqU22YpT,customer: #ethernet #problem #macoshighsierra I have change more cable and is stable on wifi. #BCM5701. Can you help me? @AppleSupport Thanks https://t.co/TjQNDkeSM7,2,connectivity_issue,False,Provide guidance on troubleshooting Ethernet and Wi-Fi connectivity issues on macOS High Sierra.,easy,,ollama_suggestion_pending_human_review
84,2906785,2906788,2017-11-28T19:51:26+00:00,"@115858 @AppleSupport some weird stuff happening with latest update... #Bluetooth and #usb in car are throwing weird errors, and notifications on lock screen occasionally disappear without even touching the iPhone. #sad #ios1112 #sigh",@564853 We'd like to look into this with you and help get those unexpected behaviors taken care of. Which model of iPhone are you using? Let us know if this guide helps with your car stereo: https://t.co/tqjOBvBgl0,"customer: @115858 @AppleSupport some weird stuff happening with latest update... #Bluetooth and #usb in car are throwing weird errors, and notifications on lock screen occasionally disappear without even touching the iPhone. #sad #ios1112 #sigh",4,app_software_issue,False,Software update or bug fix to resolve Bluetooth and USB errors and lock screen notification issues.,medium,,ollama_suggestion_pending_human_review
85,208950,208952,2017-10-05T01:53:32+00:00,@AppleSupport Why does my phone auto connects to random WiFis every time I go somewhere?? Ever since iOS 11 it’s been doing that.,@165449 We'd like to help with this. Could you please send us a DM so we can gather some info and take a look? https://t.co/GDrqU22YpT,"customer: Yo @115858 WTF is with this auto WiFi and Bluetooth connection... it’s mad annoying!!!
brand: @165449 Happy to help. Please let us know what issues you are seeing there.
customer: @AppleSupport Why does my phone auto connects to random WiFis every time I go somewhere?? Ever since iOS 11 it’s been doing that.",4,app_software_issue,False,The issue with random WiFi connections on iOS 11 should be resolved or a workaround provided.,medium,,ollama_suggestion_pending_human_review
86,1905836,1905838,2017-10-25T13:20:33+00:00,@applesupport 2of2 now when using another audio source ie YouTube via Bluetooth the music player starts playing automatically and stops Ytub,@345244 We can help. Are the volume buttons not working when you are playing music from your iPhone and it's locked? DM us your reply. https://t.co/GDrqU22YpT,customer: @applesupport 2of2 now when using another audio source ie YouTube via Bluetooth the music player starts playing automatically and stops Ytub,2,app_software_issue,False,The music player should not automatically play and stop when using another audio source via Bluetooth.,easy,,ollama_suggestion_pending_human_review
87,996576,996580,2017-11-10T01:07:01+00:00,The Bluetooth device in question is a @1511 not a car... Thank you for your concern @AppleSupport https://t.co/4u6AiURVS0,@355980 You can adjust that setting a couple different ways to help with this. You can find full info on that here: https://t.co/BdISLrN866,customer: The Bluetooth device in question is a @1511 not a car... Thank you for your concern @AppleSupport https://t.co/4u6AiURVS0,4,connectivity_issue,False,Clarify the Bluetooth issue with the @1511 device.,easy,,ollama_suggestion_pending_human_review
88,406646,406648,2017-10-09T21:33:01+00:00,@AppleSupport Ever since upgrading my iPhone 6s Plus to iOS 11 my phone keeps dropping off the in car Bluetooth. 1/2,@211922 We are here to help. DM us what iOS 11 version you are on and we can take a look at this. https://t.co/GDrqU22YpT,customer: @AppleSupport Ever since upgrading my iPhone 6s Plus to iOS 11 my phone keeps dropping off the in car Bluetooth. 1/2,2,app_software_issue,False,A software update or configuration fix to stabilize Bluetooth connectivity on iOS 11.,medium,,ollama_suggestion_pending_human_review
89,1794945,1794947,2017-10-12T12:55:28+00:00,How is it that my data buttons randomly turns off while I’m using the internet? @115858 what the fuck you got going on,@539374 We’re glad you reached out! Let us know which device you're using in DM. We’ll continue troubleshooting with you there. https://t.co/GDrqU22YpT,customer: How is it that my data buttons randomly turns off while I’m using the internet? @115858 what the fuck you got going on,2,device_issue,True,Diagnose and repair the device to ensure the data buttons remain functional during internet usage.,medium,,ollama_suggestion_pending_human_review
90,322672,322674,2017-10-07T14:00:00+00:00,"Hey @115858 , where is the dock missing??

iOS11 is worst release ever, major problems with Network even after iOS11.2 @AppleSupport https://t.co/Jjw9MRu86t",@192862 Let's work to get that dock back for you. Which iPhone do you have? Restart &amp; see if that persists. https://t.co/OWRDHWSt4h,"customer: Hey @115858 , where is the dock missing??

iOS11 is worst release ever, major problems with Network even after iOS11.2 @AppleSupport https://t.co/Jjw9MRu86t",2,complaint,True,Address major network issues and provide compensation for the user's dissatisfaction.,hard,,ollama_suggestion_pending_human_review
91,1957952,1957955,2017-10-30T19:19:00+00:00,Hey @115858 why can’t I turn Wi-Fi off COMPLETELY using the new control panel?! This is so stupid! #iOS11 #iPhoneX,"@580921 Hey, Dee! The new changes are explained here: https://t.co/JxDWijvIa0 We can explain more in DM if you'd like. https://t.co/GDrqU22YpT",customer: Hey @115858 why can’t I turn Wi-Fi off COMPLETELY using the new control panel?! This is so stupid! #iOS11 #iPhoneX,5,app_software_issue,False,Provide a fix or workaround for the Wi-Fi control panel issue in iOS 11.,medium,,ollama_suggestion_pending_human_review
92,215804,215806,2017-10-04T21:45:32+00:00,@AppleSupport So every time I go for a walk my cellular data stays off and I keep manually have to turn it on since the update I’ve never had to do this,@167320 DM us and we can work from there. https://t.co/GDrqU22YpT,"customer: @AppleSupport I’m going to freak out with this new update. What did you do to my phone!!!!
brand: @167320 We'd like to help. Tell us more about the issue you're having and we'll go from there.
customer: @AppleSupport So every time I go for a walk my cellular data stays off and I keep manually have to turn it on since the update I’ve never had to do this",4,app_software_issue,False,The issue with cellular data turning off and requiring manual reactivation will be resolved in the next software update.,medium,,ollama_suggestion_pending_human_review
93,2040480,2040482,2017-11-07T23:03:02+00:00,"@AppleSupport Hi. I can’t download iOS 11.2 public beta, says that disconnects from my internet, but everything is fine. I don’t understand https://t.co/I6wsdDlhZP",@193375 Thanks for reaching out. DM us to let us know which device you're using so that we can point you in the right direction. https://t.co/GDrqU22YpT,"customer: @AppleSupport Hi. I can’t download iOS 11.2 public beta, says that disconnects from my internet, but everything is fine. I don’t understand https://t.co/I6wsdDlhZP",2,app_software_issue,False,Resolve the issue with downloading iOS 11.2 public beta by checking network settings or force restarting the device.,medium,,ollama_suggestion_pending_human_review
94,1774849,1774851,2017-11-08T04:58:00+00:00,"@AppleSupport why am I getting this error?
- I am connected to WiFi with a good connection https://t.co/rJ6zJe96nB",@533376 We'd like to take a look at this with you. Let's continue in DM. https://t.co/GDrqU22YpT,"customer: @AppleSupport why am I getting this error?
- I am connected to WiFi with a good connection https://t.co/rJ6zJe96nB",2,connectivity_issue,False,Diagnose and resolve the error related to the WiFi connection.,easy,,ollama_suggestion_pending_human_review
95,2321163,2321165,2017-11-26T17:48:54+00:00,"@AppleSupport I have wifi assist off !! Its weird coz I have two phones and carry them both (iPhone8 and iPhoneX) , this issue is only on X. It only started after upgrading. Anyways, I ll monitor it more and respond back if problem persists.","@672656 Definitely keep us in the loop, we're here for you.","customer: After upgrading to #iPhoneX , my cellular data on verizon usage is not right. Shows data used even when on wifi or with background Apps refresh off. #iPhone8 doesnt have this issue. Anyone else having this issue ?

@AppleSupport @115990
brand: @672656 We'd like to help. What iOS version are you using? Settings &gt; General &gt; About.
customer: @AppleSupport 11.1.2 version , just updated yesterday before that it was previous version.
brand: @672656 Alright, thank you. Let's check to see if you're using Wi-Fi Assist. This link will have more information: https://t.co/DNbz8VNCBY
customer: @AppleSupport I have wifi assist off !! Its weird coz I have two phones and carry them both (iPhone8 and iPhoneX) , this issue is only on X. It only started after upgrading. Anyways, I ll monitor it more and respond back if problem persists.",6,connectivity_issue,False,Provide instructions to check Wi-Fi Assist settings and iOS version compatibility.,easy,,ollama_suggestion_pending_human_review
96,1957445,1957447,2017-10-30T18:30:10+00:00,I can't even update my iPhone every time I do it's telling me about I don't have internet connection or an error 🤔 @AppleSupport,@580817 We'd be happy to look into this issue with you. DM us your model iPhone and iOS version currently installed. https://t.co/GDrqU22YpT,customer: I can't even update my iPhone every time I do it's telling me about I don't have internet connection or an error 🤔 @AppleSupport,2,app_software_issue,False,Ensure the device is connected to the internet and try updating again.,easy,,ollama_suggestion_pending_human_review
