conversation_id,customer_tweet_id,brand_tweet_id,timestamp,customer_message,brand_response,conversation_history,conversation_turns,is_multi_brand_candidate,intent,rule_confidence,needs_manual_review,matched_patterns
396132,396136,396135,2017-10-09T15:58:31+00:00,iOS 11 bricked my phone. Garbage @AppleSupport,@209794 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.,customer: iOS 11 bricked my phone. Garbage @AppleSupport,4,0,app_software_issue,0.99,True,ios\b
396132,396134,396133,2017-10-09T18:14:30+00:00,@AppleSupport 11.0.2 - freezes constantly. Restarts on its own constantly. Overheats my phone so much I took the case off. Battery drains instantly,@209794 Thank you for that information.  DM us your current country and we can go from there. https://t.co/GDrqU22YpT,"customer: iOS 11 bricked my phone. Garbage @AppleSupport
brand: @209794 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.
customer: @AppleSupport 11.0.2 - freezes constantly. Restarts on its own constantly. Overheats my phone so much I took the case off. Battery drains instantly",4,0,app_software_issue,0.5,True,freez
396946,396948,396947,2017-10-09T18:41:32+00:00,@AppleSupport i‘ve got problems installing new apps/content! everytime i want to download an app it asks me to confirm my phone number [...],@210019 We're here to help. DM us your iOS version and we can take a look at this. https://t.co/GDrqU22YpT,customer: @AppleSupport i‘ve got problems installing new apps/content! everytime i want to download an app it asks me to confirm my phone number [...],2,0,app_software_issue,0.99,True,app\b
397471,397473,397472,2017-10-27T13:34:00+00:00,"All screenshots i took appears as a blank screen , please assist  @applesupport","@210112 We’d love to team up with you on this. Which iOS 11 version are you using? Also, does restarting the iPhone help?","customer: All screenshots i took appears as a blank screen , please assist  @applesupport",2,0,device_issue,0.99,True,screen\b
397611,397613,397612,2017-11-02T01:06:35+00:00,"Is it me, or does the latest IOS version seem a little buggy @115858","@210151 We want to hear more about what’s happening. Send us a DM, tell us the device and the iOS version number it’s running. https://t.co/GDrqU22YpT","customer: Is it me, or does the latest IOS version seem a little buggy @115858",2,0,app_software_issue,0.99,True,ios\b
400846,400848,400847,2017-10-09T19:39:33+00:00,"@115858 please,what have you done about the new update? Battery life is a 3rd quicker! Phone cuts off when answering a call! Please sort.","@210811 We'd be happy to look into this with you. DM us, and we'll get started there. https://t.co/GDrqU22YpT","customer: @115858 please,what have you done about the new update? Battery life is a 3rd quicker! Phone cuts off when answering a call! Please sort.",2,0,app_software_issue,0.5,True,update\b
400859,400863,400862,2017-10-09T18:27:00+00:00,iOS11 draining battery like crazy @115858 @AppleSupport need a fix for this soon. Can’t have the iPhone connected to the charger all time,"@210814 That’s definitely not what we want for you. Let us know the version of iOS 11 your iPhone is on, and we’ll figure this out.",customer: iOS11 draining battery like crazy @115858 @AppleSupport need a fix for this soon. Can’t have the iPhone connected to the charger all time,4,0,billing_payment,0.5,True,charg(?:e|ed|ing)
400859,400861,400860,2017-10-09T19:37:31+00:00,@AppleSupport 11.0.2 battery life has gone from 9 hours to max 6 hours now,@210814 Let's look into this some more. Send us a DM and we'll continue from there. https://t.co/GDrqU22YpT,"customer: iOS11 draining battery like crazy @115858 @AppleSupport need a fix for this soon. Can’t have the iPhone connected to the charger all time
brand: @210814 That’s definitely not what we want for you. Let us know the version of iOS 11 your iPhone is on, and we’ll figure this out.
customer: @AppleSupport 11.0.2 battery life has gone from 9 hours to max 6 hours now",4,0,device_issue,0.99,True,battery
400863,400866,400864,2017-10-09T19:36:00+00:00,@AppleSupport are the airpods somehow compatible with an android phone?,@183011 Great question. The compatible devices for AirPods are listed at the following link under 'Compatibility': https://t.co/Kd8IAdG7nA,customer: @AppleSupport are the airpods somehow compatible with an android phone?,4,0,insufficient_information,0.0,True,
400863,400865,400867,2017-10-09T20:47:00+00:00,@AppleSupport Guess not. Sad. Huge fan of your earphones. Anyway I could work with a pair of your Bluetooth earphones? Couldn't find anything online,@183011 We offer various models that connect via Bluetooth: https://t.co/756iu2EWe1,"customer: @AppleSupport are the airpods somehow compatible with an android phone?
brand: @183011 Great question. The compatible devices for AirPods are listed at the following link under 'Compatibility': https://t.co/Kd8IAdG7nA
customer: @AppleSupport Guess not. Sad. Huge fan of your earphones. Anyway I could work with a pair of your Bluetooth earphones? Couldn't find anything online",4,0,connectivity_issue,0.99,True,bluetooth
401635,401638,401636,2017-10-09T19:58:01+00:00,Yo @115858 you aware of the iOS bug where the keyboard covers the iMessage convo? Driving me nuts.,@210976 We're happy to assist you with getting the issue resolved. Which device are you using?,customer: Yo @115858 you aware of the iOS bug where the keyboard covers the iMessage convo? Driving me nuts.,6,0,app_software_issue,0.99,False,ios\b;imessage;bug\b
401635,401637,401639,2017-10-09T20:43:36+00:00,@AppleSupport iPhone 7. Started with the iOS 11 update.,@210976 Got it. Can you let us know which iOS version is currently installed?,"customer: Yo @115858 you aware of the iOS bug where the keyboard covers the iMessage convo? Driving me nuts.
brand: @210976 We're happy to assist you with getting the issue resolved. Which device are you using?
customer: @AppleSupport iPhone 7. Started with the iOS 11 update.",6,0,app_software_issue,0.99,False,ios\b;update\b
401635,401640,401641,2017-10-09T21:46:00+00:00,@AppleSupport 11.0.2,"@210976 Super. Let's move to DM, and we'll gather more information about the issue. https://t.co/GDrqU22YpT","customer: Yo @115858 you aware of the iOS bug where the keyboard covers the iMessage convo? Driving me nuts.
brand: @210976 We're happy to assist you with getting the issue resolved. Which device are you using?
customer: @AppleSupport iPhone 7. Started with the iOS 11 update.
brand: @210976 Got it. Can you let us know which iOS version is currently installed?
customer: @AppleSupport 11.0.2",6,0,insufficient_information,0.0,True,
401644,401646,401645,2017-10-09T19:56:02+00:00,"Well, it finally happened. This iPod stopped working. Now what do I do with it? @115858 @115948 #iPodClickWheel… https://t.co/2hwXyhNn3S https://t.co/tAGDgLuYrJ",@210977 We'd like to help with your iPod. Take a look at this article for help with this issue: https://t.co/loEOLWaoZi,"customer: Well, it finally happened. This iPod stopped working. Now what do I do with it? @115858 @115948 #iPodClickWheel… https://t.co/2hwXyhNn3S https://t.co/tAGDgLuYrJ",2,0,insufficient_information,0.0,True,
403074,403077,403075,2017-10-09T20:41:30+00:00,@115858 WHY DOESNT IOS 11 WORK WITH MY CAR???? I CANT EVEN PLAY MY MUSIC IM SOOO MAD,@211370 We’ll do everything we can to help. What happens when you try playing music through your car’s speakers with your iOS device?,customer: @115858 WHY DOESNT IOS 11 WORK WITH MY CAR???? I CANT EVEN PLAY MY MUSIC IM SOOO MAD,7,0,app_software_issue,0.99,True,ios\b
403074,403078,403079,2017-10-09T21:50:24+00:00,@AppleSupport have this problem,@211370 Are you using Bluetooth to connect to your car stereo or something else?,"customer: @115858 WHY DOESNT IOS 11 WORK WITH MY CAR???? I CANT EVEN PLAY MY MUSIC IM SOOO MAD
brand: @211370 We’ll do everything we can to help. What happens when you try playing music through your car’s speakers with your iOS device?
customer: @AppleSupport i plug it in and it either says “media connection failed” or “no media” but i have music on my music app and before i got my 8, my 7 didn’t
customer: @AppleSupport have this problem",7,0,insufficient_information,0.0,True,
403074,403080,403081,2017-10-10T00:02:00+00:00,@AppleSupport a cord bc my bluetooth is out of tune and it bothers me,@211370 We didn't know if it was USB or Bluetooth. We'd like you to give these steps a try: https://t.co/rZfGUpIk6d,"customer: @115858 WHY DOESNT IOS 11 WORK WITH MY CAR???? I CANT EVEN PLAY MY MUSIC IM SOOO MAD
brand: @211370 We’ll do everything we can to help. What happens when you try playing music through your car’s speakers with your iOS device?
customer: @AppleSupport i plug it in and it either says “media connection failed” or “no media” but i have music on my music app and before i got my 8, my 7 didn’t
customer: @AppleSupport have this problem
brand: @211370 Are you using Bluetooth to connect to your car stereo or something else?
customer: @AppleSupport a cord bc my bluetooth is out of tune and it bothers me",7,0,connectivity_issue,0.99,True,bluetooth
403087,403091,403088,2017-10-09T20:38:00+00:00,Dear @AppleSupport: software update installed and trashed my accessibility settings beyond repair. Also I really want the old keyboard back.,"@211374 We're here for you. What kind of device do you have, and what issues have you noticed with your Accessibility settings?",customer: Dear @AppleSupport: software update installed and trashed my accessibility settings beyond repair. Also I really want the old keyboard back.,6,0,app_software_issue,0.99,False,update\b;software
403087,403089,403092,2017-10-09T21:56:00+00:00,"@AppleSupport 2/2 the symbols on the new keyboard are too small and the color provides no contrast for someone who is colorblind, rendering it useless",@211374 Got it. Check out this article to learn more about display accommodations: https://t.co/9jhDyzRRXu Let us know if this helps,"customer: Dear @AppleSupport: software update installed and trashed my accessibility settings beyond repair. Also I really want the old keyboard back.
brand: @211374 We're here for you. What kind of device do you have, and what issues have you noticed with your Accessibility settings?
customer: @AppleSupport iPad, in email,  the type size in the inbox content v. the email text is now different.  If I make the text larger, the inbox is too big.1/2
customer: @AppleSupport 2/2 the symbols on the new keyboard are too small and the color provides no contrast for someone who is colorblind, rendering it useless",6,0,insufficient_information,0.0,True,
403107,403109,403108,2017-10-09T20:32:31+00:00,@115858 aye son iOS 11 is the worst update ever. y’all got my phone glitching horribly smh 🤦🏾‍♂️,@211379 We can see what's going on with your iPhone. Can you tell us in detail what you're seeing? Which device is affected?,customer: @115858 aye son iOS 11 is the worst update ever. y’all got my phone glitching horribly smh 🤦🏾‍♂️,2,0,app_software_issue,0.75,False,ios\b;update\b;glitch
403562,403565,403563,2017-10-09T20:56:00+00:00,"@AppleSupport help me please, my calls aren't working when I phone people and my whole Iphone is messed up because of this update!",@211518 We want to help. Which iPhone model do you own?,"customer: @AppleSupport help me please, my calls aren't working when I phone people and my whole Iphone is messed up because of this update!",4,0,app_software_issue,0.99,True,update\b
403562,403564,403566,2017-10-09T21:59:01+00:00,@AppleSupport iPhone 7,@211518 OK. Let's continue in DM. https://t.co/GDrqU22YpT,"customer: @AppleSupport help me please, my calls aren't working when I phone people and my whole Iphone is messed up because of this update!
brand: @211518 We want to help. Which iPhone model do you own?
customer: @AppleSupport iPhone 7",4,0,insufficient_information,0.0,True,
403593,403599,403598,2017-10-09T19:22:01+00:00,@AppleSupport my contacts are showing up as their numbers and not their names in iMessage. Why?,"@211526 Great question; let's find out what's going on! To start, can you let us know which device and iOS version you're using?",customer: @AppleSupport my contacts are showing up as their numbers and not their names in iMessage. Why?,6,0,app_software_issue,0.99,True,imessage
403593,403597,403596,2017-10-09T20:09:34+00:00,@AppleSupport An iPhone SE. OS 11.0.2.,"@211526 Had there been any changes made to the device before this happened? Were any updates installed, or were any accounts removed?","customer: @AppleSupport my contacts are showing up as their numbers and not their names in iMessage. Why?
brand: @211526 Great question; let's find out what's going on! To start, can you let us know which device and iOS version you're using?
customer: @AppleSupport An iPhone SE. OS 11.0.2.",6,0,insufficient_information,0.0,True,
403593,403595,403594,2017-10-09T20:49:32+00:00,@AppleSupport None other than I just did the most recent update.,@211526 Let's continue the conversation in DM. https://t.co/GDrqU22YpT,"customer: @AppleSupport my contacts are showing up as their numbers and not their names in iMessage. Why?
brand: @211526 Great question; let's find out what's going on! To start, can you let us know which device and iOS version you're using?
customer: @AppleSupport An iPhone SE. OS 11.0.2.
brand: @211526 Had there been any changes made to the device before this happened? Were any updates installed, or were any accounts removed?
customer: @AppleSupport None other than I just did the most recent update.",6,0,app_software_issue,0.99,True,update\b
403599,403606,403605,2017-10-09T18:52:00+00:00,"Dear @AppleSupport, Apple Music crashes on iPad Air since upgrading to ios11. Please advise if there will be a fix.  Currently on ios11.0.2.",@211527 Let’s team up on this. Is the Music app closing unexpectedly when streaming Apple Music?,"customer: Dear @AppleSupport, Apple Music crashes on iPad Air since upgrading to ios11. Please advise if there will be a fix.  Currently on ios11.0.2.",7,0,subscription,0.5,True,apple music
403599,403604,403603,2017-10-09T19:45:07+00:00,"@AppleSupport Yes, that’s correct.",@211527 Does this crash occur whether on Wi-Fi or cellular?,"customer: Dear @AppleSupport, Apple Music crashes on iPad Air since upgrading to ios11. Please advise if there will be a fix.  Currently on ios11.0.2.
brand: @211527 Let’s team up on this. Is the Music app closing unexpectedly when streaming Apple Music?
customer: @AppleSupport Yes, that’s correct.",7,0,insufficient_information,0.0,True,
403599,403601,403600,2017-10-09T20:48:00+00:00,@AppleSupport Could it be that iPad Air does not have enough ram now that it’s on iOS 11?,@211527 We’ll look into all of our possibilities. Let’s continue the discussion in DM for our next steps. https://t.co/GDrqU22YpT,"customer: Dear @AppleSupport, Apple Music crashes on iPad Air since upgrading to ios11. Please advise if there will be a fix.  Currently on ios11.0.2.
brand: @211527 Let’s team up on this. Is the Music app closing unexpectedly when streaming Apple Music?
customer: @AppleSupport Yes, that’s correct.
brand: @211527 Does this crash occur whether on Wi-Fi or cellular?
customer: @AppleSupport On WiFi
customer: @AppleSupport Could it be that iPad Air does not have enough ram now that it’s on iOS 11?",7,0,app_software_issue,0.99,True,ios\b
404103,404106,404104,2017-10-09T21:12:52+00:00,"iOS 11 f**king load of shit, apps don’t download unless I go to passcode and back in again, emails freeze? Calendar freezes @AppleSupport",@211649 We have released 11.0.2. Make sure you have a backup and then go ahead and get your iPhone updated: https://t.co/80YRnjDFDk,"customer: iOS 11 f**king load of shit, apps don’t download unless I go to passcode and back in again, emails freeze? Calendar freezes @AppleSupport",3,0,app_software_issue,0.99,False,ios\b;freez
404120,404125,404121,2017-10-09T21:03:31+00:00,"@AppleSupport @115858 u guys are liar.. I bought iPhone 8 and there is no portrait option in my iPhone. If it’s not, y u mentioned it on site","@211655 We're here to assist. As indicated on our iPhone 8 page, this feature is still in beta phase: https://t.co/hVk4JOhm9G","customer: @AppleSupport @115858 u guys are liar.. I bought iPhone 8 and there is no portrait option in my iPhone. If it’s not, y u mentioned it on site",7,0,order_purchase,0.99,True,bought
404120,404123,404126,2017-10-09T21:56:32+00:00,@AppleSupport N no whr on page it is mentioned that it is in beta phase,@211655 We appreciate your interest and encourage you to stay up to date on Apple news here: https://t.co/gbIPLOsnZd,"customer: @AppleSupport @115858 u guys are liar.. I bought iPhone 8 and there is no portrait option in my iPhone. If it’s not, y u mentioned it on site
brand: @211655 We're here to assist. As indicated on our iPhone 8 page, this feature is still in beta phase: https://t.co/hVk4JOhm9G
customer: @AppleSupport So wen r we going to hv it ?
customer: @AppleSupport N no whr on page it is mentioned that it is in beta phase
customer: @AppleSupport plz note only portrait lighting mentioned is in beta phase not the portrait option.. u guys only know how to gt money with false features",7,0,insufficient_information,0.0,True,
406631,406633,406632,2017-10-09T21:35:30+00:00,Menuda santa mierda la última actualización de IOS... que desastre.... no se puede ni usar el móvil 😵😔🔪 @AppleSupport @115858,@211917 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,customer: Menuda santa mierda la última actualización de IOS... que desastre.... no se puede ni usar el móvil 😵😔🔪 @AppleSupport @115858,2,0,app_software_issue,0.99,True,ios\b
406634,406637,406635,2017-10-09T21:34:39+00:00,Bir başka Safari problemi daha bookmarktan girdiğiniz sitenin title'ı kaydettiğiniz gibi kalıyor yeni sürümde. Neden yahu :( @AppleSupport,@211918 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,customer: Bir başka Safari problemi daha bookmarktan girdiğiniz sitenin title'ı kaydettiğiniz gibi kalıyor yeni sürümde. Neden yahu :( @AppleSupport,4,0,insufficient_information,0.0,True,
406634,406636,406638,2017-10-09T22:18:31+00:00,@AppleSupport When I open a site from bookmark why the title is bookmark name? It must be webpage's title.,@211918  We may need some clarification. Could you send a DM with details of this issue; is this a UI or function request? https://t.co/GDrqU22YpT,"customer: Bir başka Safari problemi daha bookmarktan girdiğiniz sitenin title'ı kaydettiğiniz gibi kalıyor yeni sürümde. Neden yahu :( @AppleSupport
brand: @211918 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
customer: @AppleSupport When I open a site from bookmark why the title is bookmark name? It must be webpage's title.",4,0,insufficient_information,0.0,True,
406638,406640,406639,2017-10-09T21:34:09+00:00,You should be able to drag the print screen from the bottom left corner into a text message or WhatsApp etc. @115858 @AppleSupport,@211919 Apple welcomes suggestions. Here’s a great link to submit your feedback: https://t.co/eTPVYVFyd8,customer: You should be able to drag the print screen from the bottom left corner into a text message or WhatsApp etc. @115858 @AppleSupport,2,0,app_software_issue,0.5,True,app\b
406649,406652,406650,2017-10-09T21:31:29+00:00,@AppleSupport I need a phishing e mail address,@179296 You can forward phishing emails to __email__. You can also read more about this here: https://t.co/LNMCdqt6fD,customer: @AppleSupport I need a phishing e mail address,3,0,insufficient_information,0.0,True,
407508,407510,407509,2017-10-09T22:09:01+00:00,"I got the iphone 7 a few months ago, &amp; now that the 8 is out, im having so much problems with it. My androids wouldnt do this to me 🙃 @115858",@212135 What’s happening with your iPhone 7? Let’s look into this together.,"customer: I got the iphone 7 a few months ago, &amp; now that the 8 is out, im having so much problems with it. My androids wouldnt do this to me 🙃 @115858",2,0,insufficient_information,0.0,True,
407540,407546,407545,2017-10-09T18:09:32+00:00,@AppleSupport I have done the latest update on my iPhone 6 and now having major battery drain and overall slow ue. Any advice?,@212143 Have you had a chance yet to update to iOS 11.0.2? This will help you back up and update if not: https://t.co/80YRnjDFDk,customer: @AppleSupport I have done the latest update on my iPhone 6 and now having major battery drain and overall slow ue. Any advice?,6,0,app_software_issue,0.6667,False,update\b;slow\b
407540,407543,407541,2017-10-09T22:01:26+00:00,@AppleSupport Yes this is what I upgraded to which has slowed my phone right down and the battery now won’t last the day,@212143 We totally understand. Let's meet up in DM and start troubleshooting. https://t.co/GDrqU22YpT,"customer: @AppleSupport I have done the latest update on my iPhone 6 and now having major battery drain and overall slow ue. Any advice?
brand: @212143 Have you had a chance yet to update to iOS 11.0.2? This will help you back up and update if not: https://t.co/80YRnjDFDk
customer: @AppleSupport Yes this is what I upgraded to which has slowed my phone right down and the battery now won’t last the day",6,0,device_issue,0.99,True,battery
407540,407542,407544,2017-10-12T17:48:00+00:00,@AppleSupport Am I ever going to get this call. Been waiting days,@212143 Reach out to us in a DM and we would be happy to take a closer look into this with you. https://t.co/GDrqU22YpT,"customer: @AppleSupport I have done the latest update on my iPhone 6 and now having major battery drain and overall slow ue. Any advice?
brand: @212143 Have you had a chance yet to update to iOS 11.0.2? This will help you back up and update if not: https://t.co/80YRnjDFDk
customer: @AppleSupport Yes this is what I upgraded to which has slowed my phone right down and the battery now won’t last the day
brand: @212143 We totally understand. Let's meet up in DM and start troubleshooting. https://t.co/GDrqU22YpT
customer: @AppleSupport Am I ever going to get this call. Been waiting days",6,0,insufficient_information,0.0,True,
407557,407562,407560,2017-10-09T19:07:33+00:00,"@AppleSupport hey my wife has issue in that when she receives an iMessage from me, the notification comes up as my number rather than name",@212145 We'll look into this with you. Is it only happening with you? What happens when you send yourself a message?,"customer: @AppleSupport hey my wife has issue in that when she receives an iMessage from me, the notification comes up as my number rather than name",6,0,app_software_issue,0.99,True,imessage
407557,407559,407558,2017-10-09T21:59:32+00:00,@AppleSupport It comes up with my name. It’s happening with other contacts also,@212145 Does this still happen after restarting the device by following these steps: https://t.co/OWRDHWSt4h,"customer: @AppleSupport hey my wife has issue in that when she receives an iMessage from me, the notification comes up as my number rather than name
brand: @212145 We'll look into this with you. Is it only happening with you? What happens when you send yourself a message?
customer: @AppleSupport It comes up with my name. It’s happening with other contacts also",6,0,insufficient_information,0.0,True,
407557,407561,408439,2017-10-09T22:43:30+00:00,@AppleSupport Yes it has been happening now for a number of months,@212145 Does she sync her contacts with any accounts? DM us. https://t.co/GDrqU22YpT,"customer: @AppleSupport hey my wife has issue in that when she receives an iMessage from me, the notification comes up as my number rather than name
brand: @212145 We'll look into this with you. Is it only happening with you? What happens when you send yourself a message?
customer: @AppleSupport It comes up with my name. It’s happening with other contacts also
brand: @212145 Does this still happen after restarting the device by following these steps: https://t.co/OWRDHWSt4h
customer: @AppleSupport Yes it has been happening now for a number of months",6,0,insufficient_information,0.0,True,
407969,407973,407970,2017-10-09T22:21:29+00:00,@AppleSupport why won’t you let me cancel my purchase from a few hrs ago? i thought i had a 14 day period where i was eligible to cancel it?,"@212254 Let's take a look together. Are you trying to cancel a subscription, or request a refund for an app purchase?",customer: @AppleSupport why won’t you let me cancel my purchase from a few hrs ago? i thought i had a 14 day period where i was eligible to cancel it?,5,0,order_purchase,0.99,True,purchase
407969,407972,407974,2017-10-09T22:53:00+00:00,@AppleSupport request a refund for a music purchase,@212254 Alright. Our iTunes Support team will be able to look at this with you. Please reach out to them here: https://t.co/SDIe7UiyJN,"customer: @AppleSupport why won’t you let me cancel my purchase from a few hrs ago? i thought i had a 14 day period where i was eligible to cancel it?
brand: @212254 Let's take a look together. Are you trying to cancel a subscription, or request a refund for an app purchase?
customer: @AppleSupport request a refund for a music purchase
customer: @AppleSupport basically https://t.co/YpJRWinZel",5,0,refund_return,0.5,True,refund
407980,407982,407981,2017-10-09T22:16:00+00:00,Omg @AppleSupport fix my phone man. This update sucks. I can’t do anything without having to restart my phone due to freezing or crashing,@212257 We're here for you. Let us know via DM the model of iPhone you're using and the exact version of iOS installed.,customer: Omg @AppleSupport fix my phone man. This update sucks. I can’t do anything without having to restart my phone due to freezing or crashing,2,0,app_software_issue,0.99,False,update\b;crash;freez
407982,407985,407983,2017-10-09T22:16:00+00:00,@AppleSupport https://t.co/eLY8qq0jUZ appears to be broken. Enter username &amp; password just redirects back to the login screen. Can’t login.,@212258 Thank you for reaching out. The website is currently down for scheduled maintenance. Please try back shortly.,customer: @AppleSupport https://t.co/eLY8qq0jUZ appears to be broken. Enter username &amp; password just redirects back to the login screen. Can’t login.,10,0,account_access,0.5,True,password;log\s*in
407982,407984,407986,2017-10-12T21:14:00+00:00,"@AppleSupport Not working again. Same as before, after entering login info it redirects back to login screen.",@212258 We'd be glad to look into this with you. Is this happening with multiple browsers on multiple devices?,"customer: @AppleSupport https://t.co/eLY8qq0jUZ appears to be broken. Enter username &amp; password just redirects back to the login screen. Can’t login.
brand: @212258 Thank you for reaching out. The website is currently down for scheduled maintenance. Please try back shortly.
customer: @AppleSupport Not working again. Same as before, after entering login info it redirects back to login screen.",10,0,account_access,0.5,True,log\s*in
407982,407987,407988,2017-10-12T21:44:29+00:00,@AppleSupport Tested it in both Safari 11.0.1 (12604.3.2) and Chrome 61.0.3163.100. Same device: MacBook Pro 15-inch 2016. Same result in both browsers.,@212258 Let's get you linked up with our Developer Support specialists for more assistance. Reach them here: https://t.co/LIrs0dB6kH,"customer: @AppleSupport https://t.co/eLY8qq0jUZ appears to be broken. Enter username &amp; password just redirects back to the login screen. Can’t login.
brand: @212258 Thank you for reaching out. The website is currently down for scheduled maintenance. Please try back shortly.
customer: @AppleSupport Not working again. Same as before, after entering login info it redirects back to login screen.
brand: @212258 We'd be glad to look into this with you. Is this happening with multiple browsers on multiple devices?
customer: @AppleSupport Tested it in both Safari 11.0.1 (12604.3.2) and Chrome 61.0.3163.100. Same device: MacBook Pro 15-inch 2016. Same result in both browsers.",10,0,insufficient_information,0.0,True,
407982,407989,407990,2017-10-12T22:10:31+00:00,@AppleSupport Who should I contact? The issue is already reported in the Developer forum: https://t.co/Hw7iq1OlVc I think your site is just not working.,"@212258 With the issue already reported, your best bet will be to try back in a little while.","customer: @AppleSupport https://t.co/eLY8qq0jUZ appears to be broken. Enter username &amp; password just redirects back to the login screen. Can’t login.
brand: @212258 Thank you for reaching out. The website is currently down for scheduled maintenance. Please try back shortly.
customer: @AppleSupport Not working again. Same as before, after entering login info it redirects back to login screen.
brand: @212258 We'd be glad to look into this with you. Is this happening with multiple browsers on multiple devices?
customer: @AppleSupport Tested it in both Safari 11.0.1 (12604.3.2) and Chrome 61.0.3163.100. Same device: MacBook Pro 15-inch 2016. Same result in both browsers.
brand: @212258 Let's get you linked up with our Developer Support specialists for more assistance. Reach them here: https://t.co/LIrs0dB6kH
customer: @AppleSupport Who should I contact? The issue is already reported in the Developer forum: https://t.co/Hw7iq1OlVc I think your site is just not working.",10,0,insufficient_information,0.0,True,
408810,408813,408811,2017-10-09T22:55:28+00:00,@AppleSupport my sister's iPhone 7 plus is not charging did a hard reset and checked the iOS and it's up to date but still nothing,"@212459 Let’s get your sister’s iPhone charging again. To help isolate the issue, is the charger that came with the iPhone being used?",customer: @AppleSupport my sister's iPhone 7 plus is not charging did a hard reset and checked the iOS and it's up to date but still nothing,8,0,billing_payment,0.5,True,charg(?:e|ed|ing)
408810,408812,408814,2017-10-09T23:19:33+00:00,@AppleSupport Yes,@212459 Have you tried a second charging cable or power block? That'll help us isolate this down even further.,"customer: @AppleSupport my sister's iPhone 7 plus is not charging did a hard reset and checked the iOS and it's up to date but still nothing
brand: @212459 Let’s get your sister’s iPhone charging again. To help isolate the issue, is the charger that came with the iPhone being used?
customer: @AppleSupport Yes",8,0,insufficient_information,0.0,True,
408810,408815,408816,2017-10-09T23:44:33+00:00,@AppleSupport Yes tried a new chord and wall adapter still nothing,@212459 Let's run through all the steps here: https://t.co/XQFeKHZDVF Let us know if these work for you.,"customer: @AppleSupport my sister's iPhone 7 plus is not charging did a hard reset and checked the iOS and it's up to date but still nothing
brand: @212459 Let’s get your sister’s iPhone charging again. To help isolate the issue, is the charger that came with the iPhone being used?
customer: @AppleSupport Yes
brand: @212459 Have you tried a second charging cable or power block? That'll help us isolate this down even further.
customer: @AppleSupport Yes tried a new chord and wall adapter still nothing",8,0,insufficient_information,0.0,True,
408810,408817,408818,2017-10-10T00:10:29+00:00,@AppleSupport Still nothing,"@212459 Got it. Meet up with us in DM, and we'll look into some other options to get this taken care of. https://t.co/GDrqU22YpT","customer: @AppleSupport my sister's iPhone 7 plus is not charging did a hard reset and checked the iOS and it's up to date but still nothing
brand: @212459 Let’s get your sister’s iPhone charging again. To help isolate the issue, is the charger that came with the iPhone being used?
customer: @AppleSupport Yes
brand: @212459 Have you tried a second charging cable or power block? That'll help us isolate this down even further.
customer: @AppleSupport Yes tried a new chord and wall adapter still nothing
brand: @212459 Let's run through all the steps here: https://t.co/XQFeKHZDVF Let us know if these work for you.
customer: @AppleSupport Still nothing",8,0,insufficient_information,0.0,True,
408836,408838,408837,2017-10-09T22:49:30+00:00,Dear @115858 @116333 : Since macOS 10.13 I am no longer able to use Chinese 漢字拼音 input entry.  😢😖😩,@212467 We would like to take a closer look to see how we can help. Send us a DM to get started. https://t.co/GDrqU22YpT,customer: Dear @115858 @116333 : Since macOS 10.13 I am no longer able to use Chinese 漢字拼音 input entry.  😢😖😩,2,0,app_software_issue,0.99,True,macos\b
409366,409368,409367,2017-10-09T23:13:30+00:00,"@115858 tech support just bricked my phone whereas before I just didn't get any cell service, I now officially have a brick","@212602 We'd be happy to look into this with you. Send us a DM, and we'll continue from there. https://t.co/GDrqU22YpT","customer: @115858 tech support just bricked my phone whereas before I just didn't get any cell service, I now officially have a brick",2,0,insufficient_information,0.0,True,
409684,409686,409685,2017-10-09T23:29:00+00:00,@AppleSupport It would be nice if the latest iOS would stop turning wifi back on after I intentionally turn it off!,"@212694 Are you turning it off in Control Center? If so, there have been a few changes in how it works: https://t.co/G7BHuQnDS6",customer: @AppleSupport It would be nice if the latest iOS would stop turning wifi back on after I intentionally turn it off!,2,0,connectivity_issue,0.5,True,wi[ -]?fi
410092,410094,410093,2017-10-09T23:37:28+00:00,My iPhone @115858 always fucks up when y’all come out with a new phone.......thanks https://t.co/yfuY0Wn69o,@212817 We'd be happy to help. Send us a DM with a few more details and we can start there. https://t.co/GDrqU22YpT,customer: My iPhone @115858 always fucks up when y’all come out with a new phone.......thanks https://t.co/yfuY0Wn69o,2,0,insufficient_information,0.0,True,
410536,410538,410537,2017-10-09T23:46:52+00:00,@AppleSupport I turn my WiFi off and after a while I check back and my iPhone has the WiFi turned on again. Is this a glitch in ur update?,@212927 Hi there! Are you toggline it via Control Center? That changed in iOS 11. More info: https://t.co/G7BHuQnDS6,customer: @AppleSupport I turn my WiFi off and after a while I check back and my iPhone has the WiFi turned on again. Is this a glitch in ur update?,2,0,app_software_issue,0.6667,False,update\b;glitch
