conversation_id,customer_tweet_id,brand_tweet_id,timestamp,customer_message,brand_response,conversation_history,conversation_turns,is_multi_brand_candidate
613077,613082,613080,2017-11-22T02:58:00+00:00,@AppleSupport I brought my MacBook Pro to the Apple Shanghai Pudong Store more than a week ago because of overheating issue. Was told it would take 4 days. I’ve also received 4 different instructions. Anything you can do to help?,@265780 We'd be happy to look into this with you. Please send us a DM with more details on your MacBook repair. https://t.co/GDrqU22YpT,customer: @AppleSupport I brought my MacBook Pro to the Apple Shanghai Pudong Store more than a week ago because of overheating issue. Was told it would take 4 days. I’ve also received 4 different instructions. Anything you can do to help?,5,0
613077,613079,613078,2017-11-22T13:41:28+00:00,@AppleSupport And this is not a new issue for my recently purchased MacBook Pro. I had overheating problem before and a large number of hardware components were replaced 😔😔😔,@265780 We’ve received your DM and will continue working with you there.,"customer: @AppleSupport I brought my MacBook Pro to the Apple Shanghai Pudong Store more than a week ago because of overheating issue. Was told it would take 4 days. I’ve also received 4 different instructions. Anything you can do to help?
brand: @265780 We'd be happy to look into this with you. Please send us a DM with more details on your MacBook repair. https://t.co/GDrqU22YpT
customer: @AppleSupport Hi Apple, what’s wrong ? Yesterday, I was promised someone would call me in 1 days. It’s going to be 2 days soon and still no call insight. 4th time I receive wrong instruction within 2 weeks.
customer: @AppleSupport And this is not a new issue for my recently purchased MacBook Pro. I had overheating problem before and a large number of hardware components were replaced 😔😔😔",5,0
617203,617221,617220,2017-11-17T13:22:42+00:00,@115858 this how your I phone 7 is working I need solution for this.i have spends 70000 for this.😡😡!!! I need answer from u guys and that would asap. https://t.co/bn8vug7DRC,"@222729 Thanks for reaching out, and for the video. We appreciate how important it is that your iPhone is working as expected, and are eager to help ensure it. When did you first notice this behavior? Has it happened more than once? If not, have you restarted since then?",customer: @115858 this how your I phone 7 is working I need solution for this.i have spends 70000 for this.😡😡!!! I need answer from u guys and that would asap. https://t.co/bn8vug7DRC,18,0
617203,617219,617218,2017-11-17T15:57:32+00:00,@AppleSupport It’s not for the first time,@222729 Can you let us know what software version you are currently running? You can check by going to Settings &gt; General &gt; About.,"customer: @115858 this how your I phone 7 is working I need solution for this.i have spends 70000 for this.😡😡!!! I need answer from u guys and that would asap. https://t.co/bn8vug7DRC
brand: @222729 Thanks for reaching out, and for the video. We appreciate how important it is that your iPhone is working as expected, and are eager to help ensure it. When did you first notice this behavior? Has it happened more than once? If not, have you restarted since then?
customer: @AppleSupport It’s not for the first time",18,0
617203,617217,617216,2017-11-18T13:52:31+00:00,@AppleSupport It’s 11.0.3,@222729 We have recently released iOS 11.1.2. Let's backup your iPhone and update it. This can help to back up: https://t.co/4f8hwT5to6,"customer: @115858 this how your I phone 7 is working I need solution for this.i have spends 70000 for this.😡😡!!! I need answer from u guys and that would asap. https://t.co/bn8vug7DRC
brand: @222729 Thanks for reaching out, and for the video. We appreciate how important it is that your iPhone is working as expected, and are eager to help ensure it. When did you first notice this behavior? Has it happened more than once? If not, have you restarted since then?
customer: @AppleSupport It’s not for the first time
brand: @222729 Can you let us know what software version you are currently running? You can check by going to Settings &gt; General &gt; About.
customer: @AppleSupport It’s 11.0.3",18,0
617203,617215,617214,2017-11-18T16:31:00+00:00,@AppleSupport I think apple is worlds best cell phone .but you guys not even sorry for your mistakes just blaming me about the update.other cell phone company service are much better then apple.i have wasted my 70k to purchase this fucking apple phone. Don’t give bullshit Instead of solution,"@222729 Rest assured, step one in solving issues is to ensure the device is up-to-date. If you'd like to continue troubleshooting, we'd be happy to help. Updating the device will fix any known issues delivered to you in update form.","customer: @115858 this how your I phone 7 is working I need solution for this.i have spends 70000 for this.😡😡!!! I need answer from u guys and that would asap. https://t.co/bn8vug7DRC
brand: @222729 Thanks for reaching out, and for the video. We appreciate how important it is that your iPhone is working as expected, and are eager to help ensure it. When did you first notice this behavior? Has it happened more than once? If not, have you restarted since then?
customer: @AppleSupport It’s not for the first time
brand: @222729 Can you let us know what software version you are currently running? You can check by going to Settings &gt; General &gt; About.
customer: @AppleSupport It’s 11.0.3
brand: @222729 We have recently released iOS 11.1.2. Let's backup your iPhone and update it. This can help to back up: https://t.co/4f8hwT5to6
customer: @AppleSupport I think apple is worlds best cell phone .but you guys not even sorry for your mistakes just blaming me about the update.other cell phone company service are much better then apple.i have wasted my 70k to purchase this fucking apple phone. Don’t give bullshit Instead of solution",18,0
617203,617206,617204,2017-11-22T14:15:02+00:00,@AppleSupport Check update https://t.co/te5ipF5LmU,@222729 Thanks for following up with us about your iPhone. We understand wanting to get this issue resolved. Please send us a DM and we'll continue to troubleshoot together. https://t.co/GDrqU22YpT,"customer: @115858 this how your I phone 7 is working I need solution for this.i have spends 70000 for this.😡😡!!! I need answer from u guys and that would asap. https://t.co/bn8vug7DRC
brand: @222729 Thanks for reaching out, and for the video. We appreciate how important it is that your iPhone is working as expected, and are eager to help ensure it. When did you first notice this behavior? Has it happened more than once? If not, have you restarted since then?
customer: @AppleSupport It’s not for the first time
brand: @222729 Can you let us know what software version you are currently running? You can check by going to Settings &gt; General &gt; About.
customer: @AppleSupport It’s 11.0.3
brand: @222729 We have recently released iOS 11.1.2. Let's backup your iPhone and update it. This can help to back up: https://t.co/4f8hwT5to6
customer: @AppleSupport I think apple is worlds best cell phone .but you guys not even sorry for your mistakes just blaming me about the update.other cell phone company service are much better then apple.i have wasted my 70k to purchase this fucking apple phone. Don’t give bullshit Instead of solution
brand: @222729 Rest assured, step one in solving issues is to ensure the device is up-to-date. If you'd like to continue troubleshooting, we'd be happy to help. Updating the device will fix any known issues delivered to you in update form.
customer: @AppleSupport Still waiting for reply #iphone7 #apple
customer: @AppleSupport Your cell after update https://t.co/SjiPxmXLEh
customer: @AppleSupport  https://t.co/Nqp37JiEYO
customer: @AppleSupport Check update https://t.co/te5ipF5LmU",18,0
617203,617207,617208,2017-11-22T16:33:35+00:00,@AppleSupport I need refund just take your cell back,@222729 We've received your DM and will continue to reply there. Look for a response from us there shortly.,"customer: @115858 this how your I phone 7 is working I need solution for this.i have spends 70000 for this.😡😡!!! I need answer from u guys and that would asap. https://t.co/bn8vug7DRC
brand: @222729 Thanks for reaching out, and for the video. We appreciate how important it is that your iPhone is working as expected, and are eager to help ensure it. When did you first notice this behavior? Has it happened more than once? If not, have you restarted since then?
customer: @AppleSupport It’s not for the first time
brand: @222729 Can you let us know what software version you are currently running? You can check by going to Settings &gt; General &gt; About.
customer: @AppleSupport It’s 11.0.3
brand: @222729 We have recently released iOS 11.1.2. Let's backup your iPhone and update it. This can help to back up: https://t.co/4f8hwT5to6
customer: @AppleSupport I think apple is worlds best cell phone .but you guys not even sorry for your mistakes just blaming me about the update.other cell phone company service are much better then apple.i have wasted my 70k to purchase this fucking apple phone. Don’t give bullshit Instead of solution
brand: @222729 Rest assured, step one in solving issues is to ensure the device is up-to-date. If you'd like to continue troubleshooting, we'd be happy to help. Updating the device will fix any known issues delivered to you in update form.
customer: @AppleSupport Still waiting for reply #iphone7 #apple
customer: @AppleSupport Your cell after update https://t.co/SjiPxmXLEh
customer: @AppleSupport  https://t.co/Nqp37JiEYO
customer: @AppleSupport Check update https://t.co/te5ipF5LmU
brand: @222729 Thanks for following up with us about your iPhone. We understand wanting to get this issue resolved. Please send us a DM and we'll continue to troubleshoot together. https://t.co/GDrqU22YpT
customer: @AppleSupport What is dm??
customer: @AppleSupport I need refund just take your cell back",18,0
618512,618514,618513,2017-10-04T23:26:31+00:00,"Пришло фишинговое письмо от имени @115858 @AppleSupport New phishing emails began to come from your name, I think you should know about it. https://t.co/DzsrpCqdce",@266746 Thanks for letting us know. You can see more about phishing here: https://t.co/LNMCdqt6fD,"customer: Пришло фишинговое письмо от имени @115858 @AppleSupport New phishing emails began to come from your name, I think you should know about it. https://t.co/DzsrpCqdce",2,0
620031,620036,620032,2017-11-22T17:28:00+00:00,@AppleSupport  https://t.co/LKcY88bLnW,"@267164 Let’s figure this out together. To help determine the steps we’ll take to resolve this, can you tell us what you were in the process of doing when this happened?","customer: SOS! @AppleSupport what now? It’s been like this for over an hour - no movement #supposedtobewriting plz retweet
customer: @AppleSupport  https://t.co/LKcY88bLnW",16,0
620031,620034,620037,2017-11-22T18:13:51+00:00,@AppleSupport Thanks for the quick reply 🦋,"@267164 You’re very welcome. Since noticing this, have you had a chance to restart your Mac?","customer: SOS! @AppleSupport what now? It’s been like this for over an hour - no movement #supposedtobewriting plz retweet
customer: @AppleSupport  https://t.co/LKcY88bLnW
brand: @267164 Let’s figure this out together. To help determine the steps we’ll take to resolve this, can you tell us what you were in the process of doing when this happened?
customer: @AppleSupport Installing the new iOS - can I back out and restart
customer: @AppleSupport Thanks for the quick reply 🦋
customer: @AppleSupport @AppleSupport don’t disappear on me now!
customer: @AppleSupport Can I turn off and reinstall at a later time
customer: @AppleSupport Installing High Sierra - can I hard restart @AppleSupport bar not moving - same for over an hour https://t.co/NbawRtHmQK",16,0
620031,620038,620041,2017-11-22T18:36:25+00:00,@AppleSupport I know there is a recovery set of buttons but I don’t recall them,"@267164 Thanks for sending the screenshot over. Let’s start by attempting to boot to safe mode: https://t.co/PQ4LSYhUTY

If your Mac successfully starts up in safe mode, choose Apple menu &gt; App Store, click Updates, then install any available updates.","customer: SOS! @AppleSupport what now? It’s been like this for over an hour - no movement #supposedtobewriting plz retweet
customer: @AppleSupport  https://t.co/LKcY88bLnW
brand: @267164 Let’s figure this out together. To help determine the steps we’ll take to resolve this, can you tell us what you were in the process of doing when this happened?
customer: @AppleSupport Installing the new iOS - can I back out and restart
customer: @AppleSupport Thanks for the quick reply 🦋
customer: @AppleSupport @AppleSupport don’t disappear on me now!
customer: @AppleSupport Can I turn off and reinstall at a later time
customer: @AppleSupport Installing High Sierra - can I hard restart @AppleSupport bar not moving - same for over an hour https://t.co/NbawRtHmQK
brand: @267164 You’re very welcome. Since noticing this, have you had a chance to restart your Mac?
customer: @AppleSupport I restarted and now I can’t get past the log in https://t.co/PerrEdJ5H0
customer: @AppleSupport That appears in the left hand corner now
customer: @AppleSupport I know there is a recovery set of buttons but I don’t recall them",16,0
620031,620042,620044,2017-11-22T18:56:31+00:00,@AppleSupport Did you see this? https://t.co/a919Rl981Q,"@267164 Thanks for giving that a try. Let’s reset the NVRAM following these steps: https://t.co/sf0JEbUJVS

DM the results: https://t.co/GDrqU22YpT","customer: SOS! @AppleSupport what now? It’s been like this for over an hour - no movement #supposedtobewriting plz retweet
customer: @AppleSupport  https://t.co/LKcY88bLnW
brand: @267164 Let’s figure this out together. To help determine the steps we’ll take to resolve this, can you tell us what you were in the process of doing when this happened?
customer: @AppleSupport Installing the new iOS - can I back out and restart
customer: @AppleSupport Thanks for the quick reply 🦋
customer: @AppleSupport @AppleSupport don’t disappear on me now!
customer: @AppleSupport Can I turn off and reinstall at a later time
customer: @AppleSupport Installing High Sierra - can I hard restart @AppleSupport bar not moving - same for over an hour https://t.co/NbawRtHmQK
brand: @267164 You’re very welcome. Since noticing this, have you had a chance to restart your Mac?
customer: @AppleSupport I restarted and now I can’t get past the log in https://t.co/PerrEdJ5H0
customer: @AppleSupport That appears in the left hand corner now
customer: @AppleSupport I know there is a recovery set of buttons but I don’t recall them
brand: @267164 Thanks for sending the screenshot over. Let’s start by attempting to boot to safe mode: https://t.co/PQ4LSYhUTY

If your Mac successfully starts up in safe mode, choose Apple menu &gt; App Store, click Updates, then install any available updates.
customer: @AppleSupport Nope - it gets about 1/2 way and goes back to the login saying restarted because of a problem.
customer: @AppleSupport Did you see this? https://t.co/a919Rl981Q",16,0
620080,620082,620081,2017-11-22T17:22:32+00:00,Conecto mi iPhone a la Mac y en importación solo me aparecen 10 fotos random en vez de aparecer todas!! 😒 @AppleSupport,@267172 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,customer: Conecto mi iPhone a la Mac y en importación solo me aparecen 10 fotos random en vez de aparecer todas!! 😒 @AppleSupport,2,0
622650,622652,622651,2017-11-22T17:39:00+00:00,@AppleSupport can I import MIDI files to GarageBand IOS?,@267785 Our GarageBand team would have the best information for you on that. You can contact them here:  https://t.co/IBIY3vMgPj,customer: @AppleSupport can I import MIDI files to GarageBand IOS?,2,0
631794,631796,631795,2017-11-22T16:19:29+00:00,@AppleSupport think you need to seriously consider who you hire since this is the third time i’ve been sent away with the same damaged phone having to charge it 6 times a day when i pay £60 a month 👍🏼,@269728 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,customer: @AppleSupport think you need to seriously consider who you hire since this is the third time i’ve been sent away with the same damaged phone having to charge it 6 times a day when i pay £60 a month 👍🏼,2,0
639701,639704,639702,2017-11-22T20:24:26+00:00,"@AppleSupport Legally speaking, can i use @115858 's logo to put it in a public poster ? Goal is to make people coming in our next school conference ""buying guide for christmas"" ? Will be discret and next to other's logos",@271734 Great question! Check out this link to learn about the Guidelines for Using Apple Trademarks and Copyrights: https://t.co/Sg9b4ld41g,"customer: @AppleSupport Legally speaking, can i use @115858 's logo to put it in a public poster ? Goal is to make people coming in our next school conference ""buying guide for christmas"" ? Will be discret and next to other's logos",4,0
639701,639703,639705,2017-11-23T14:48:00+00:00,"@AppleSupport Thank you. Whom do i contact to ask for the ""express written permission from Apple"" ?",@271734 You can reach out to them here: https://t.co/k3Jb6Q6vJd,"customer: @AppleSupport Legally speaking, can i use @115858 's logo to put it in a public poster ? Goal is to make people coming in our next school conference ""buying guide for christmas"" ? Will be discret and next to other's logos
brand: @271734 Great question! Check out this link to learn about the Guidelines for Using Apple Trademarks and Copyrights: https://t.co/Sg9b4ld41g
customer: @AppleSupport Thank you. Whom do i contact to ask for the ""express written permission from Apple"" ?",4,0
641960,641964,641961,2017-11-22T20:44:00+00:00,"@AppleSupport my iPhone 7Plus turns slow.. how to fix that? There’s not too many apps, music, pics, i have only 97 photos on it...","@272348 Let's team up and find a solution. You mentioned that it's slow. Does this happen all the time, or do you notice it more within specific apps and when certain functions are completed?","customer: @AppleSupport my iPhone 7Plus turns slow.. how to fix that? There’s not too many apps, music, pics, i have only 97 photos on it...",8,0
641960,641963,641968,2017-11-22T21:09:29+00:00,"@AppleSupport No, it’s slow even when I’m using on the settings app...","@272348 Thanks for clarifying. Meet up with us in DM, and we'll take a closer look into how we can get your iPhone back to how it normally behaves. https://t.co/GDrqU22YpT","customer: @AppleSupport my iPhone 7Plus turns slow.. how to fix that? There’s not too many apps, music, pics, i have only 97 photos on it...
brand: @272348 Let's team up and find a solution. You mentioned that it's slow. Does this happen all the time, or do you notice it more within specific apps and when certain functions are completed?
customer: @AppleSupport No, it’s slow even when I’m using on the settings app...
customer: @AppleSupport Documents &amp; Data is almost full. What is that??🤔 https://t.co/omZLuildlK",8,0
641960,641962,641965,2017-11-22T21:21:25+00:00,@AppleSupport Documents &amp; Data is almost full. What is that??🤔 https://t.co/omZLuildlK,"@272348 The Documents &amp; Data category includes Safari Offline Reading List, files stored within installed apps, and app content like contacts, calendars, messages, and emails (and their attachments).","customer: @AppleSupport my iPhone 7Plus turns slow.. how to fix that? There’s not too many apps, music, pics, i have only 97 photos on it...
brand: @272348 Let's team up and find a solution. You mentioned that it's slow. Does this happen all the time, or do you notice it more within specific apps and when certain functions are completed?
customer: @AppleSupport No, it’s slow even when I’m using on the settings app...
customer: @AppleSupport Documents &amp; Data is almost full. What is that??🤔 https://t.co/omZLuildlK
brand: @272348 Thanks for clarifying. Meet up with us in DM, and we'll take a closer look into how we can get your iPhone back to how it normally behaves. https://t.co/GDrqU22YpT",8,0
641960,641966,641967,2017-11-22T21:54:00+00:00,@AppleSupport So what I have to do to fix this?,@272348 DM us and we can work on your issues with your iPhone running slower than expected. https://t.co/GDrqU22YpT,"customer: @AppleSupport my iPhone 7Plus turns slow.. how to fix that? There’s not too many apps, music, pics, i have only 97 photos on it...
brand: @272348 Let's team up and find a solution. You mentioned that it's slow. Does this happen all the time, or do you notice it more within specific apps and when certain functions are completed?
customer: @AppleSupport No, it’s slow even when I’m using on the settings app...
customer: @AppleSupport Documents &amp; Data is almost full. What is that??🤔 https://t.co/omZLuildlK
brand: @272348 Thanks for clarifying. Meet up with us in DM, and we'll take a closer look into how we can get your iPhone back to how it normally behaves. https://t.co/GDrqU22YpT
brand: @272348 The Documents &amp; Data category includes Safari Offline Reading List, files stored within installed apps, and app content like contacts, calendars, messages, and emails (and their attachments).
customer: @AppleSupport So what I have to do to fix this?",8,0
641968,641970,641969,2017-11-22T20:43:34+00:00,@AppleSupport  como es que el sistema consume la mitad de la memoria de mi celular??? https://t.co/0ZX0XLdZfU,@272349 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,customer: @AppleSupport  como es que el sistema consume la mitad de la memoria de mi celular??? https://t.co/0ZX0XLdZfU,2,0
641997,641999,641998,2017-11-22T20:40:00+00:00,My phone has been charging for 2 hours...it’s at 37%. @115858 might be about to lose me as a 10 year customer.,@272358 We understand how vital it is to keep your iPhone powered and we want to help. Please take a look at this: https://t.co/uqxquyfdn0,customer: My phone has been charging for 2 hours...it’s at 37%. @115858 might be about to lose me as a 10 year customer.,2,0
652263,652265,652264,2017-10-10T18:14:41+00:00,@AppleSupport been charged a couple times on my card but haven't made any purchases as I have apply music,@275103 Thanks for reaching out. DM the country or region where you are currently located to get started. https://t.co/GDrqU22YpT,customer: @AppleSupport been charged a couple times on my card but haven't made any purchases as I have apply music,2,0
652993,652995,652994,2017-11-22T21:34:30+00:00,Help me @115858 https://t.co/m1iCGtQ8nm,@275270 We’re here for you. Send us a DM. Explain more about what’s happening. We’ll figure out the best path forward from there. https://t.co/GDrqU22YpT,customer: Help me @115858 https://t.co/m1iCGtQ8nm,2,0
656261,656264,656262,2017-11-22T22:49:01+00:00,@AppleSupport Problems with emojicons; icon now pulls up yelp etc. when accessed https://t.co/pPCywSZOcN,@239405 We're happy to help you. Can you tell us more about what you're experiencing? Is this happening only with the Yelp Messages app?,customer: @AppleSupport Problems with emojicons; icon now pulls up yelp etc. when accessed https://t.co/pPCywSZOcN,4,0
656261,656263,656265,2017-11-22T23:20:26+00:00,@AppleSupport Amazing...now it works. Thank u for the quick response.,"@239405 Thanks for the update! If you have more questions or concerns, please let us know. We'll be glad to hear from you again.","customer: @AppleSupport Problems with emojicons; icon now pulls up yelp etc. when accessed https://t.co/pPCywSZOcN
brand: @239405 We're happy to help you. Can you tell us more about what you're experiencing? Is this happening only with the Yelp Messages app?
customer: @AppleSupport Amazing...now it works. Thank u for the quick response.",4,0
656277,656279,656278,2017-11-22T22:47:26+00:00,@AppleSupport wassup man I️ tried to update my MacBook an my shit crashed 🤦🏽‍♂️,@276135 We can help! Let us know what you currently see on screen &amp; we'll go from there.,customer: @AppleSupport wassup man I️ tried to update my MacBook an my shit crashed 🤦🏽‍♂️,2,0
656356,656358,656357,2017-11-22T22:28:36+00:00,Dear @AppleSupport @115858 I can't seem to update my billing info. Please assist,"@276164 We'll be happy to get you pointed in the right direction. Are you trying to adjust the billing information for the Apple Online Store, App Store, or iTunes Store? Check out: https://t.co/Y0YoIRcZa7 Please DM us if this does not help: https://t.co/GDrqU22YpT",customer: Dear @AppleSupport @115858 I can't seem to update my billing info. Please assist,2,0
656700,656702,656701,2017-10-05T13:00:22+00:00,"@116333
Since I have updated to iOS11 Battery life is only 6 Hrs. Nothing change even after all @AppleSupport .When @115858 is solving it?","@276269 We've got your DM's, and we look forward to working with you there.","customer: @116333
Since I have updated to iOS11 Battery life is only 6 Hrs. Nothing change even after all @AppleSupport .When @115858 is solving it?",2,0
658030,658033,658031,2017-11-22T23:13:00+00:00,@115858 hm why does some apps not updating???,@276649 We want to help with this. Tell us a little more about what's going on. Are you trying to all your apps by choosing Update All in the App Store?,customer: @115858 hm why does some apps not updating???,3,0
661507,661509,661508,2017-11-23T01:25:00+00:00,"@115858 The latest IOS update is terrible.  Apps on my Iphone 6 now take at least twice as long to load, and my battery life has dropped as well.","@277618 We'd like to look into what you're experiencing after updating to iOS 11.1.2. Join us in DM with more details, including how long ago the update was installed. https://t.co/GDrqU22YpT","customer: @115858 The latest IOS update is terrible.  Apps on my Iphone 6 now take at least twice as long to load, and my battery life has dropped as well.",2,0
671339,671341,671340,2017-11-23T00:37:00+00:00,@AppleSupport why is my phone so fucking slow and glitchy after these updates!!!,"@280162 We can check into this together. Tell us in DM which iPhone you own along with your current iOS  version, please https://t.co/GDrqU22YpT",customer: @AppleSupport why is my phone so fucking slow and glitchy after these updates!!!,2,0
676058,676060,676059,2017-10-05T15:45:01+00:00,muy decepcionada por su servicio de atención al cliente donde no se puede hacer ni una queja @115858 @AppleSupport,@281272 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,customer: muy decepcionada por su servicio de atención al cliente donde no se puede hacer ni una queja @115858 @AppleSupport,2,0
676786,676790,676789,2017-10-05T15:04:41+00:00,Wow. @115858 broke @118721. Since 12.7 the play count doesn't work!!! I can't even..,@281444 Thanks for reaching out today. Let's look into this together in DM. Send us a message we'll follow up there. https://t.co/GDrqU22YpT,customer: Wow. @115858 broke @118721. Since 12.7 the play count doesn't work!!! I can't even..,4,0
676786,676788,676787,2017-10-05T16:08:30+00:00,@AppleSupport Thanks! I've sent you a DM,@281444 Great! We've received your DMs and will continue with you there.,"customer: Wow. @115858 broke @118721. Since 12.7 the play count doesn't work!!! I can't even..
brand: @281444 Thanks for reaching out today. Let's look into this together in DM. Send us a message we'll follow up there. https://t.co/GDrqU22YpT
customer: @AppleSupport Thanks! I've sent you a DM",4,0
687908,687910,687909,2017-11-23T14:27:00+00:00,@AppleSupport they’re the same album. one of the songs is randomly in another album??? this is also happening with a few of my other albums!! https://t.co/YvA5QPtMlJ,@284299 We're here to help. Where did you acquire this album? Did you buy it on the iTunes Store? DM us and let us know. We'll work with you from there. https://t.co/GDrqU22YpT,customer: @AppleSupport they’re the same album. one of the songs is randomly in another album??? this is also happening with a few of my other albums!! https://t.co/YvA5QPtMlJ,2,0
687996,687998,687997,2017-11-23T14:03:00+00:00,@AppleSupport until #iOS11 I’m not more able to explore or add new #podcast on the #podcastApp I have this #issue on all my iOS device. Actual iOS version is 11.1.2 https://t.co/MmIWz3mbJG,@284333 We're glad you reached out. Try these steps and let us know if you have nay questions: https://t.co/G32IHzgJAQ,customer: @AppleSupport until #iOS11 I’m not more able to explore or add new #podcast on the #podcastApp I have this #issue on all my iOS device. Actual iOS version is 11.1.2 https://t.co/MmIWz3mbJG,2,0
690370,690372,690371,2017-10-18T13:51:02+00:00,Apple ID problems but will have to wait 24hrs for a response from @AppleSupport #dreadful,@284972 We'd love to help in any way we can. Please DM us and let us know exactly what's going on with your Apple ID account. https://t.co/GDrqU22YpT,customer: Apple ID problems but will have to wait 24hrs for a response from @AppleSupport #dreadful,2,0
693948,693950,693949,2017-11-23T15:09:00+00:00,Imagine if every day you came to the office with fear that someone might have flipped your desk and thrown away all the stuff you worked on. Well that’s how I feel every morning. @115858 please fix problems related to wakeup from sleep on MacBook Pro!,@285466 We are here to help. DM us the details of your issue and we can take a look at this. https://t.co/GDrqU22YpT,customer: Imagine if every day you came to the office with fear that someone might have flipped your desk and thrown away all the stuff you worked on. Well that’s how I feel every morning. @115858 please fix problems related to wakeup from sleep on MacBook Pro!,2,0
697307,697309,697308,2017-10-10T18:50:01+00:00,@AppleSupport buenas tardes amigos de apple les envío para preguntarles si tienen una forma de disminuir consumo de la batería iPhone 6S ply,@286376 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,customer: @AppleSupport buenas tardes amigos de apple les envío para preguntarles si tienen una forma de disminuir consumo de la batería iPhone 6S ply,2,0
700047,700049,700048,2017-11-23T16:19:25+00:00,@AppleSupport I need help  on a repair and it's been impossible to contact through website. Can we DM? Thx!,"@287032 We’d be happy to help. To start, send us a DM with more details on how we may assist. https://t.co/GDrqU22YpT",customer: @AppleSupport I need help  on a repair and it's been impossible to contact through website. Can we DM? Thx!,2,0
701620,701622,701621,2017-11-23T17:01:30+00:00,"@AppleSupport @115858 ios 11.1.2 is incredibly good. Battery performance increased by 200x, muct better than ios 10. Great work apple team, you deserve a salute from all users. U can just dream about such comments. Ios 11.1.2 battery performance is worst. Don’t see any hope now 😖",@287497 You are absolutely in the right place for help with your iOS device. We're excited to get to the bottom of things. What type of device are we working with? Please send us a DM. https://t.co/GDrqU22YpT,"customer: @AppleSupport @115858 ios 11.1.2 is incredibly good. Battery performance increased by 200x, muct better than ios 10. Great work apple team, you deserve a salute from all users. U can just dream about such comments. Ios 11.1.2 battery performance is worst. Don’t see any hope now 😖",2,0
707975,707977,707976,2017-10-10T20:10:00+00:00,@AppleSupport I can't update my phone it shows this again and again https://t.co/mSEzKm8ytB,@289244 Send us a DM and let us know which iPhone you have and the country you're in. We'll do our best to help. https://t.co/GDrqU22YpT,customer: @AppleSupport I can't update my phone it shows this again and again https://t.co/mSEzKm8ytB,2,0
717140,717142,717141,2017-10-06T13:28:00+00:00,"@AppleSupport Wt the hell is wrong with iOS 11.1, It’s draining the battery so quickly. It’s taking 5hrs to charge phone to 100% #helpmeout",@291688 We'd be happy to look into what's gong on. Let's meet in DM. https://t.co/GDrqU22YpT,"customer: @AppleSupport Wt the hell is wrong with iOS 11.1, It’s draining the battery so quickly. It’s taking 5hrs to charge phone to 100% #helpmeout",2,0
718489,718492,718490,2017-10-06T14:04:33+00:00,Hey @AppleSupport! Whats going on? I bought @13963 in @118936 a lot of time ago but they want my money again! It is pure skulduggery! https://t.co/ig5OZMym3k,@292028 We'd recommend reaching out to the developers for questions about a new license.,customer: Hey @AppleSupport! Whats going on? I bought @13963 in @118936 a lot of time ago but they want my money again! It is pure skulduggery! https://t.co/ig5OZMym3k,7,0
718489,718491,718493,2017-10-06T20:16:29+00:00,@AppleSupport What? If I bought any app INTO AppStore — YOU are maintainer for this deal and I will ask to you about licensing issues.,@292028 Working with the developers of this third party app is going to be the best way to resolve the questions you have.,"customer: Hey @AppleSupport! Whats going on? I bought @13963 in @118936 a lot of time ago but they want my money again! It is pure skulduggery! https://t.co/ig5OZMym3k
brand: @292028 We'd recommend reaching out to the developers for questions about a new license.
customer: @AppleSupport What? If I bought any app INTO AppStore — YOU are maintainer for this deal and I will ask to you about licensing issues.",7,0
724959,724962,724960,2017-10-06T16:49:26+00:00,Apple think i aint peep but since this phone updated to the bullshit IOS 11 my battery life is draining fast aff @115858 please fix that shit,@293646 Let's help. Tell us more about the battery life issue. Have you tried any steps here?: https://t.co/bivpdfBNJ6,customer: Apple think i aint peep but since this phone updated to the bullshit IOS 11 my battery life is draining fast aff @115858 please fix that shit,3,0
735511,735513,735512,2017-10-06T20:15:30+00:00,How many times will I learn the painful lesson of upgrading @115858 software too early. I can only make phone calls with bluetooth off?,@295952 Let us help you get this sorted out. Which version of the new iOS are you currently using?,customer: How many times will I learn the painful lesson of upgrading @115858 software too early. I can only make phone calls with bluetooth off?,2,0
737248,737250,737249,2017-10-11T12:27:29+00:00,"You got to be kidding me @118721 and @AppleSupport, I'm back to trying to watch my library like this? Last time toolk months to fix. #Apple https://t.co/4nef0axVKH","@296330 We'll point you in the right direction. For help with your Apple TV, connect with an Advisor here: https://t.co/IBIY3vMgPj","customer: You got to be kidding me @118721 and @AppleSupport, I'm back to trying to watch my library like this? Last time toolk months to fix. #Apple https://t.co/4nef0axVKH",2,0
